bedeutung;sachgruppe
abgestanden, schal, nicht mehr kühl;5440
durchnässt;9230
durchnässt;9230
feucht, sumpfig;2700
flach, nicht tief;9213
nicht ausreichend;9400
seicht, geringe Tiefe;7440
sumpfig, nass;7420
Ackererde von geringer Tiefe;2700
Ackererde von geringer Tiefe;2700
oberflächlich, nicht ernsthaft;6510
abgestanden und lauwarm;9230
aus Seide;5931
aus Seide;5931
aus Seide, wie Seide;7545
aus Seide, wie Seide (in Redensart);7545
ein Seidlein nach dem anderen;9350
jemanden mit Schnee einreiben;7360
triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Burschen bzw. Männern;5350
durch ein Sieb gießen;9311
das Absondern von Ausfluss aus den Geschlechtsorganen der Kuh während der Brunst;4111
das Absondern von Ausfluss aus den Geschlechtsorganen der Kuh nach dem Bespringen;4111
das Absondern von Ausfluss aus den Geschlechtsorganen der Kuh während der Trächtigkeit;4111
sein;1120
seine;1130
ihr;1130
sich befinden;9000
sich verhalten;6200
sich aufhalten;9800
sein (in Redensart);1110
sein, das ihm Zugehörige;1130
Tempusbildung;1120
darstellen, verkörpern;9100
sein, in einem Zustand sein;9315
fertig sein, vorbei sein;9314
sein, sich befinden;9100
sich befinden (in Redensart);6200
einen Zustand haben;9000
seinem;1130
sich ereignen;9100
Irrealis-Umschreibung;1120
Kopula;1110
Plusquamperfekt-Umschreibung;1120
geboren werden, auf die Welt kommen, existieren;9100
ihre;1130
sein, positioniert sein (in Redensart);9600
seiner;1130
sich zutragen, verhalten;9100
Aktionsart-Umschreibung;1120
Besitzanzeiger;1130
Modalitäts-Umschreibung;6420
fertig sein, beendet sein (in Redensart);6430
fertig sein, bereit sein;5532
in Zustand sein;9200
nachlässige, weibliche Person, die unordentlich arbeitet;6134
sein, in einem Zustand sein (in Redensart);9315
seins;1130
sich in einem Zustand befinden;5700
möglich sein;6430
aufhören mit, unterlassen;6460
ihre;1130
seine;1130
Geliebte, Geliebter;7010
sich stur, trotzig verhalten;6260
ohne Absprache etwas tun;7200
damals;9600
gleichartig;9300
Eheversprechen zurückziehen, Verlobung lösen, Liebesbeziehung beenden;6440
dient zur Angabe des Zeitpunkts, zu dem, oder der Zeitspanne, bei deren Beginn ein noch anhaltender Zustand, Vorgang begonnen hat;9600
seit;9600
seitdem, seither;9600
von diesem Zeitpunkt an;9600
seitdem, seither;9600
seitdem, seither;9600
von diesem Zeitpunkt an;9600
seitdem, seither;9600
außerhalb der Ehe;7321
quälen;6320
jemanden plagen, quälen;6333
jener, jenes, jenes;1130
selbst;5000
damals;9600
dieser;1130
dieser, der da;1130
früher, vor langer Zeit;9600
damals;9600
damals;9600
damals;9600
damals;9600
damals;9600
selbst;1140
sich persönlich;9312
selbst, auf die eigene Person bezogen;5000
in Person;1130
von selbst (in Redensart);5000
jener;1130
selber;1140
jene, jener, jenes;1130
von der betreffenden Person persönlich hergestellt;7500
selbst gemacht;9315
damals;9600
damals;9600
damals;9600
damals;9600
damals;9600
damals;9600
selbst;1140
sich persönlich;9312
sogar;9400
ohne Zweifel, sicher;6530
offensichtlich, für jedermann zu verstehen;6250
abseits;9500
auf der anderen Seite;9500
Fleisch in Salzlauge legen, um es haltbar zu machen;7565
selig (in Redensart);8820
beglückt;6310
des ewigen Lebens, der himmlischen Wonnen teilhaftig;8820
langsam, unbeholfen, unentschlossen;6260
dieser;1130
solches;1130
absonderlich (Charakter);6280
besonders, ungewöhnlich;9240
absonderlich (Charakter);6280
"Ausdruck für ""die Sonne brennt herunter""";2100
sehr heiß sein;2200
sauer gewordene Milch;7455
lotrecht, vertikal;7720
mähen;7450
ordentlich;6280
fest verwurzelt, heimisch;2700
junge Pflanzen ins Erdreich setzen;7480
pflanzen;7480
junge Pflanzen ins Erdreich setzen;7480
setzen;7450
irgendwohin schreiben;7595
Henne zum Brüten auf Eier setzen;4240
etwas in Gang setzen, bewirken, betreiben;6420
Vorteig für Brot ansetzen;7740
setzen (in Fügung);7560
hinsetzen, Platz nehmen;9800
hinsetzen, niederlassen;5550
Platz nehmen;8810
anpflanzen von Setzlingen;7430
durch zusammentragen herstellen;7430
setzen, um auszuruhen;5600
Geflügel decken;4240
Getreide auf armvolle Haufen zusammenlegen;7440
auf den Kopf setzten (in Redensart);5936
aufstellen, errichten;9120
brüten, auf dem Gelege sitzen;4200
hinsetzend (in Redensart);5550
brüten, auf dem Gelege sitzen;4200
mürrisch, beleidigt;6280
bei großer Anstrengung stöhnen;5360
still, fast tränenlos weinen;6320
schluchzen;6320
weinen aus körperlichem Schmerz;6320
aus Kummer weinen;6320
still weinen oder schluchzen;6320
weinen;6320
aus Trauer weinen;6320
sexuell attraktiv;5167
wie in Sibirien;8160
sich;1130
einander;1130
uns;1130
sich persönlich;1130
sich (in Redensart);1130
miteinander;1130
tüchtig essen;5910
langsam vonstatten gehen;9600
sich rastlos plagen;5540
sich mit Reif überziehen;2200
sich einen Holzsplitter einstechen;5700
sich einen Holzsplitter einstechen;5700
sich einen Holzsplitter einstechen;5700
Zunehmen des Monds;2100
tüchtig essen;5910
anziehen der Zugtiere;7403
sich einen Holzsplitter einstechen;5700
sich einen Holzsplitter einstechen;5700
sich einen Holzsplitter einstechen;5700
sich einen Holzsplitter einstechen;5700
anziehen der Zugtiere;7403
sich mit Reif überziehen;2200
sich einen Holzsplitter einstechen;5700
bei großer Anstrengung stöhnen;5360
weggehen, fliehen;5532
ein Kleidungsstück anziehen;9315
sicher, gewiss;6440
beachtlich;9400
sicher;9110
geschützt sein;9110
sicher machen;9120
sie;1130
Sie (Höflichkeitsform);1130
sie (in Redensart);1130
die;1130
sieben;9311
sieben (Zahl);9320
mit Sieb filtrieren;7740
sieben (Zahl, in Redensart);9320
sieben (in Fügung);9320
sieben;9320
immer so tun, als wisse man alles;6250
pedantisch Wert auf jedes einzelne Wort legend;6260
immer alles besser wissend;6250
immer alles besser wissen;6250
siebenmal;9320
immer so tun, als wisse man alles;6250
47 (in Redensart);9320
an siebter Stelle;9320
siebzehn;9320
siebzehnmal;9320
Geräusch des Wassers, wenn es zu kochen beginnt;5420
Geräusch des Wassers, wenn es zu kochen beginnt;5420
Weinen von Kindern;6320
kochen;7740
sehr schnell rennen;5533
weinen;6320
weinen (allgemeinstes Wort);6300
zum Kochen bringen;9800
leidenschaftlich, erregt;6280
extrem heiß;2200
kochend heiß;9230
nieseln, leicht regnen;2200
Dunkelheit, (in Redensart);2100
schau!;1230
immer so tun, als wisse man alles;6250
Prasseln des Regens an die Scheibe;2200
silberfarben (in Redensart);9231
aus Silber;9230
aus Silber, silberfarben;7530
zur Gärung im Silo eingelagert;7450
junge Pflanze ins Erdreich setzen;7430
Geräusch des Wassers, wenn es zu kochen beginnt;5420
allein vor sich hin schimpfen;6333
längere Zeit starr vor sich hinblicken;5410
benommen, verwirrt;5310
längere Zeit starr vor sich hinblicken;5410
träumen, unaufmerksam sein;6260
Laute von sich geben: Singvogel;4020
Laute von sich geben: Vogel;4020
Geräusch des Wassers, wenn es zu kochen beginnt;5420
Laute von sich geben: Amsel;4020
singen;8720
Stimme der Henne beim Futtersuchen;4240
singen (in Redensart);8720
Laute von sich geben: Huhn;4020
Laute von sich geben: Lerche;4020
mit der Stimme (ein Lied, eine Melodie o. Ä.) hervorbringen, vortragen;5560
Knirschen von Schnee, wenn man darüber läuft;2200
Laute von sich geben: Drossel;4020
Laute von sich geben: Gans;4020
Laute von sich geben: Katze;4020
Laute von sich geben: Raubvogel;4020
Laute von sich geben: Schnake;4020
Laute von sich geben: Schwalbe;4020
Laute von sich geben: Specht;4020
Stimme der Henne beim Rufen der Küken;4240
Stimme des Huhns vor dem Eierlegen;4020
Chorgesang zur Jahreswende veranstalten;7350
Stimme der Henne beim Brüten;4240
Stimme der Henne, wenn es ihr behagt;4240
Stimme der Henne, wenn sie gelegt hat;4240
weinen;6320
weinen (verächtlich);6320
still, fast tränenlos weinen;6320
Dämmerung, einbrechende Dunkelheit;2100
Morgendämmerung;2100
längere Zeit starr vor sich hinblicken;5410
in Gedanken oder im Traum sein;6260
nachdenken;6250
nachdenklich;6260
ohne Sinn;9240
ohne Verstand, ohne Ziel;9240
seitdem, seither;9600
seit damals;9600
seitdem, seither;9600
Junge gebären, von der Sau;4113
immer wieder sehr wenig in kleinen Schlucken trinken;5920
still, fast tränenlos weinen;6320
wütend;6320
triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Frauen bzw. Mädchen;5350
wild, außer sich, erregt;6280
nach etwas gelüstend;6400
übereilt, unüberlegt, verrückt;6405
schnell;6430
jemanden aufhetzen;6460
schnell;6430
seitdem, seither;9600
gestern;9600
Haftstrafe verbüßen;8310
behaftet sein (in Fügung);9312
sitzen;5500
sitzen (in Redensart);4240
brüten, auf dem Gelege sitzen;4200
richtig treffen und die gewünschte Wirkung erreichen;9120
sich wartend an einem bestimmten Ort befinden;9800
Ziel erreichen, Wirkung zeigen;5840
passen, von Kleidungstück (in Redensart);5932
passen, z.B. von Kleidungstück (in Redensart);6430
auf einem Sitzmöbel, einer Sitzfläche, einer Unterlage sitzen;5500
auf einem Sitzmöbel, einer Sitzfläche, einer Unterlage sitzen (in Redensart);5500
im Stich lassen, verlassen;7010
brüten, auf dem Gelege sitzen;4200
die Versetzung in die nächsthöhere Klassenstufe nicht schaffen, das Schuljahr wiederholen;8400
beim Pflügen in der Spur bleiben des Ackergeräts;7430
die Versetzung in die nächsthöhere Klassenstufe nicht schaffen;8400
zum Sitzen geeignet;5500
Eheversprechen zurückziehen, Verlobung lösen, Liebesbeziehung beenden;6440
ein Mädchen, eine Geliebte zurückweisen;7010
einen Burschen, einen Geliebten zurückweisen;7010
verlassen, fremdgehen;7010
ein Mädchen verführen und anschließend verlassen;7010
[trotz Eheversprechen] schließlich nicht heiraten;7321
im Stichlassen, betrügen, fremdgehen;7010
zum Sitzen geeignet;5500
Eheversprechen zurückziehen, Verlobung lösen, Liebesbeziehung beenden;6440
reden wie ein Tscheche (pejor);6110
reden wie ein Tscheche (pejor);6110
so, derartig;1140
so, dermaßen;1120
derart, auf diese Weise;9720
derart;9240
so, in dieser Weise;6430
solch;1120
derart, in diesem Maße;9200
so, derart;9400
so;1230
solch, derartiges;5550
erheblich, besonders;9400
so (in Redensart);9400
welch, solch;1130
auf diese Weise;9200
derartig, dermaßen;9200
na also;9300
nun;9400
derartig;9400
so, auf diese Weise;9700
so, solch;9400
so, was für;9400
erheblich, heftig;9400
etwas, ein wenig;9400
in dem Zustand wie;9300
mein Eid (in Redensart);8300
ohne Entschuldigung;7020
ungefähr;6450
was für ein;1230
überaus, sehr;9400
solche;1130
diese große Menge;9400
diese Menge;9400
so viele;9400
in dem Grad, in dem Maß;1130
na also;1230
gleich, unmittelbar;9600
unmittelbar;9600
hastig, eilends;9600
unvermittelt;9600
sogar;1140
überdies, zudem;9400
gleich, unmittelbar;9600
mit neuen Schuhsohlen versehen;5937
(Schuhwerk) mit [neuen] Sohlen versehen;7540
für die Dauer der Zeit, währende der;9600
einstweilen;9600
so viel Zeit;9600
inzwischen;9600
für die Dauer;9600
derartig;1130
derartig, solch;9240
in Salzlösung legen von Fleisch;7565
sollen;6420
mögen;6410
mögen (in Formel);9330
müssen, sollen;6420
dürfen;6440
sollen, müssen;6420
die Aufforderung, Anweisung, den Auftrag haben, etwas Bestimmtes zu tun;6420
müssen;6420
angeblich Tatsache sein;6530
bezwecken;9330
bezwecken, bedeuten;6250
mögen (in Redensart);6410
sollen (in Redensart);6410
mit ausreichend Geldmitteln ausgestattet;7600
auf der Südseite eines Hangs gelegen;2800
nordseitig gelegen von Flurstücken;9520
den Acker mit Sommerfrüchten bestellen;7430
sommerlich sein vom Wetter;2200
sonderbar (Charakter);6280
absonderlich (Charakter);6280
ungewöhnlich, nicht alltäglich, extravagant;9240
absonderlich (Charakter);6280
sondern;1120
offensichtlich, für jedermann zu verstehen;6250
ganz sicher, zweifellos;6440
ausgeblichen (Stoff);9230
mit viel Sonnenschein;2200
andernfalls;9311
damals;9600
darüber hinaus, außerdem;9300
ansonsten, darüber hinaus;9311
früher;9600
außerdem, weiter;9400
dann;9700
einstweilen;9600
normalerweise, immer, für gewöhnlich;9600
umsonst;6430
damals;9600
sich kümmern, sich bemühen;6430
sumpfig;7420
solch;1130
so beschaffen;1130
dumm;6260
solch;7010
solch;1130
schimpfen;6333
allein vor sich hin schimpfen;6333
dauernd schimpfen;6333
streiten aus geringfügigem Anlass;6333
Weinen von Kindern;6320
schimpfen (allgemeinstes und häufigstes Wort);6333
diese große Menge;9400
so etwas;1130
ungefähr;6450
bereit;6420
ohnehin;9400
gleichsam;9400
tüchtig essen;5910
tüchtig essen;5910
große Holzstücke mit dem Keil spalten;7520
Latten unter die Deckenbalken nageln;7520
große Holzstücke mit dem Keil spalten;7520
Holz in Stücke hauen;7550
spanisch (in Redensart);8160
einspannen (in Redensart);6320
merken, erkennen;6210
auf ein Wild bei der Treibjagd lauern;7550
Hund (in Redensart);4117
sparen;7600
Rücklagen bilden;7600
mit Geld und anderen Gütern sparsam sein;7600
sparsam sein;9315
Geld aufbewahren;7600
aufbewahren;9315
absonderlich (Charakter);6280
sparsam, geizig;7600
einen Spaziergang machen;5530
zum Vergnügen einhergehen, schlendern;5530
zum Vergnügen einhergehen, schlendern (in Redensart);5530
Scherze machen;7220
vergnügt, fröhlich;6310
im Scherz;1140
Speck in Grieben schneiden;5911
dick, fett von menschlichem Nacken;5210
mit fettem Nacken;5210
schöntun bei Höhergestelltem;6530
keilförmig zulaufend;9220
erbrechen;5340
sich erbrechen;5700
erbrechen (in Redensart);5340
sich erbrechen, sich übergeben;5700
ausspucken;5340
spucken (in Redensart);5360
spucken, sich erbrechen;5700
Hochatmen des Viehs, wenn es sich überfressen hat;7450
spuken (in Redensart);7350
übel, unwohl vom Magen her;5700
übel, unwohl vom Magen her;5700
schimpfen;6333
plötzlich laut und wütend losschimpfen;5360
lärmen;5560
schreien;5560
schreien von Kindern;5560
sich (gegenseitig) beschimpfen;6333
streiten;6333
dauernd schimpfen;6333
schimpfen (allgemeinstes und häufigstes Wort);6333
auf einen später eintretenden Vorteil rechnen;6450
ein Warenangebot besichtigen;9240
ausgeben, spendieren;6560
freigebig, großzügig anderen etwas zum Verzehr, Verbrauch zukommen lassen, für andere bezahlen;7620
zukommen lassen;9315
für andere mit eigenem Geld bezahlen;6560
zahlen;7600
weit geöffnet;9400
Laute von sich geben: Katze;4020
zahlen;7600
ausgeben, spendieren;6560
schimpfen;6333
spucken;5360
schimpfen;6333
jemanden anschreien;6333
schreien;5560
befreundet;7010
besonders (in Redensart);9240
speziell (in Redensart);6250
besonders;9240
eben, gleichmäßig flach;2800
besonders glatt durch Eis;9230
eben, gleichmäßig flach;2800
glänzen, aufgrund von Eisglätte;9230
spielen (Kind);7360
kämpfen der Zicklein;4115
spielen;7360
Musik machen;8730
eine Rolle spielen, ein Verhalten annehmen;7020
kämpfen von Ziegen gegeneinander;4115
vorgeben, etwas zu sein, sich gebärden;6540
Fußball spielen (spöttisch);7340
vorgeben, etwas zu sein;7020
(als Sport) ein bestimmtes Ballspiel o. Ä. spielen;7340
Fußball schießen;7340
durchführen, tun;6420
ein bestimmtes Spiel zum Vergnügen, Zeitvertreib, aus Freude an der Sache selbst machen;7300
eine vergnügliche Zeit verbringen;7300
sich verhalten;6420
vereinbaren, Regeln festlegen;7200
ehebrechen;7321
kämpfen der Zicklein;4115
Garben mit der Gabel auf den Wagen hinaufreichen;7430
beim Fressen wählerisch verhalten;5910
wählerisch im Fressen vom Vieh;5910
abendliches Zusammensitzen der Nachbarn (nicht der Jugend!);7300
Nachbarn besuchen;7010
spillen (in Redensart);7010
sehr mager, stark abgemagert;5210
Latten unter die Deckenbalken nageln;7520
überaus verfeindet;6333
sehr verfeindet sein;6320
sehr verfeindet;6320
sich sonderbar verhalten;6270
sich nicht normgerecht verhalten;6270
sich seltsam, verrückt benehmen;6270
verrückt sein;6270
etwas begehren, sich wünschen;6410
nicht funktionieren;9130
sich verrückt gebärden;6270
etwas begehren;6410
nicht bei Sinnen sein;6270
nicht richtig funktionieren;9130
sich grundlos aufregen;6320
verrückt, neurotisch sein;6270
verliebt sein in jemanden;6332
verliebt sein in jemanden;6332
sich sonderbar verhaltend;6270
sehr mager, stark abgemagert;5210
sehr verfeindet sein;6333
sehr verfeindet sein;6333
gesponnen;5930
wie Spinnengewebe;4700
schwächlich;5210
sonderbar (Charakter);6280
eingebildet, größenwahnsinnig;6270
unschön, unvorteilhaft, verrückt;9240
verrückt;6270
verrückt, sonderbar, leicht erregbar;6280
gesponnen;5930
hochmütiger Mensch;6119
überaus verfeindet;6333
auffallend körperlich schwach;5600
sehr mager, stark abgemagert;5210
in Gedanken oder im Traum sein;6260
imitierter Vogelruf;2500
spitz;9200
die Leidenschaft der Burschen erregend;5350
frech;6510
hervorragend;9240
an den Fingern frieren;5450
etwas aufbereiten, dass es für eine bestimmte Person, einen bestimmten Zweck passt;6450
mit einer Spitze versehen;9220
in eine spitze Form bringen;9220
lückenhaft aus dem Boden wachsen;7430
Krallenwetzen der Katze an Holz;4116
auf ein Wild bei der Treibjagd lauern;7550
ein Warenangebot besichtigen;9240
mit dem Finger hinter die Ohren schnippen;5521
überaus verfeindet;6333
spitz;9220
exakt, genau;9320
schneidend kalt;2400
unangenehm, gefährlich;9240
beim Fällen zerbrechen, aufbrechen;7550
beim Fällen zerbrechen, aufbrechen;7550
Fällkerbe im Baumstamm;7550
beim Fällen zerbrechen, aufbrechen;7550
ohne vorherige Absprache;7200
ausspucken;5340
schimpfen;6333
spucken (in Redensart);5360
jemanden necken, verspotten;6333
schimpfen;6333
schimpfen;6333
Prasseln des Regens an die Scheibe;2200
Geräusch des Wassers, wenn es zu kochen beginnt;5420
nadeln, Nadeln abwerfen;3110
angeben, sich rühmen;6280
hochmütiger Mensch;6119
eingebildet;6280
sprechen (in Redensart);7200
sprechen;7200
ein Gespräch führen;7210
Geräusch des Wassers, wenn es zu kochen beginnt;5420
Kanarienvogel;4250
schwätzen, reden;7210
wortkarg;7200
gesprächig, freundlich;6280
hochmütig;6280
breitbeinig;5500
sich aufspielen, großtun;6280
die Aufmerksamkeit auf sich lenken;6421
aufbegehren gegen jemand;6440
den Schnurrbart an den seitlichen Enden nach oben drehen;5940
etwas mit Pflöcken abstützen, zum Beispiel eine Mauer, einen Balken oder übervolle Obstbaumäste;7500
Baum mit Pflöcken abstützen;7480
Vorgang, wenn ein Vogel seine Federn so stellt, dass sie abstehen und der Vogelkörper ganz rund aussieht;4200
Mauer mit Pflöcken abstützen;7710
den Schnurrbart an den seitlichen Enden nach oben drehen;5940
breitbeinig gehen;5530
beim Fällen zerbrechen, aufbrechen;7550
die Aufmerksamkeit auf sich lenken;6421
Haare ab- oder hochstehen lassen;5940
dehnen ?;9210
große Schritte machen;5530
mit beiden Händen heftig wedelnd abwehren;5520
breitbeinig;5500
beim Fällen zerbrechen, aufbrechen;7550
eine Fällkerbe aufweisen;9800
beim Fällen zerbrechen, aufbrechen;7550
plötzlich laut und wütend losschimpfen;5360
sehr schnell rennen;5533
Kleinholz machen;7520
schimpfen;6333
aufbegehren gegen jemand;6440
etwas mit Pflöcken abstützen, zum Beispiel eine Mauer, einen Balken oder übervolle Obstbaumäste;7500
Vorgang, wenn ein Vogel seine Federn so stellt, dass sie abstehen und der Vogelkörper ganz rund aussieht;4200
Baum mit Pflöcken abstützen;7480
Mauer mit Pflöcken abstützen;7710
etwas mit Pflöcken abstützen, zum Beispiel eine Mauer, einen Balken oder übervolle Obstbaumäste;7500
Mauer mit Pflöcken abstützen;7710
Wand mit Pflöcken abstützen;7710
schnell zu Fuß gehen, laufen;5533
begatten, von Rindern;4111
begatten, von Haustieren;4110
hüpfen;5530
springen (in Redensart);5530
den Spielball aufspringen lassen;7340
hastig, übereilt aufstehen;5570
aus der Spur Werfen des Pfluges infolge harten Untergrundes;7430
rennen;5533
eilig laufen;5533
sehr schnell rennen;5533
begatten, von Schweinen;4113
springen, hüpfen;5530
springen, landen;5530
Geld aus der Tasche ziehen;6540
begatten von Großvieh;4110
begatten, von Henne;4240
begatten, von Pferden;4112
begatten, von Ziegen;4115
eilig von einem Geschäft zum anderen laufen;5570
schnell weggehen;5532
sich springend irgendwohin, in eine bestimmte Richtung, von einem bestimmten Platz wegbewegen;5530
springen;7340
springen, laufen;5530
zukommen lassen;9315
Haustiere decken;4110
Kühe decken lassen;4111
Zugtiere decken lassen;4110
decken lassen, von Rindern;4111
für andere mit eigenem Geld bezahlen, spendieren;6560
Prasseln des Hagels an die Scheibe;2200
Prasseln des Regens an die Scheibe;2200
kräftig fließen von Wasser;9233
von Flüssigkeit: mit großer Wucht, in schnellem Tempo in Form eines Strahls herauskommen;9233
ohrfeigen;5521
sehr schnell fahren, sich sehr schnell fortbewegen;7820
Prasseln des Regens an die Scheibe;2200
Wasser fällt in einem Strahl zu Boden;2200
einen Wein mit Wasser vermischen;5920
sehr schnell rennen;5533
Geräusch des Wassers, wenn es zu kochen beginnt;5420
kräftig fließen von Wasser;9233
Geräusch des Wassers, wenn es zu kochen beginnt;5420
geschlechtsreif sein vom Schaf;4114
hochmütig sein, angeben;6280
hochmütig;6280
etwas mit Pflöcken abstützen, zum Beispiel eine Mauer, einen Balken oder übervolle Obstbaumäste;7500
hochmütig, eingebildet;6280
eingebildet, hochmütig;6280
angeben, sich rühmen;6280
sehr mager, stark abgemagert;5210
rau, ausgetrocknet von Brot;5910
schwer zugänglich, abweisend, verschlossen wirkend;6280
rau, spröde geworden;5700
rau, ausgetrocknet von Brot;5910
Speichel aus dem Mund ausstoßen;5360
erbrechen (in Redensart);5340
jemanden heftig schimpfen;6333
schimpfen;6333
Magie ausüben;8810
spuken (in Redensart);7350
zum Überlaufen voll;9210
es liegt so viel Schnee, dass beim Gehen Spuren zurückbleiben;7810
absonderlich (Charakter);6280
auf ein Wild bei der Treibjagd lauern;7550
große Holzstücke mit dem Keil spalten;7520
sehr knapp bemessen, kärglich;9240
spät;9600
spät reifend;9600
nach einiger Zeit;9600
später;9600
jemanden necken, verspotten;6333
Geschirr spülen;7740
die in heißem Wasser gewaschene Wäsche nochmals durch kaltes Wasser ziehen;7770
abspülen (Geschirr);7740
Abwaschlappen;7740
Geschirr spülen;7740
klein, mager;5210
kleine, magere Frau;5160
wahrnehmbar, deutlich zu merken;5400
bemerken, fühlen;5400
bemerken;6210
spüren;5450
den Staat betreffend, auf den Staat bezogen;8200
stad (in Redensart);6405
geräuschlos;5420
still;5420
in Richtung Stadt (vom Ausgangspunkt weg);9510
in Richtung Stadt (vom Ausgangspunkt weg);9510
in Richtung Stadt (vom Ausgangspunkt weg);9510
in Richtung Stadt (vom Ausgangspunkt weg);9510
in Richtung Stadt;9510
breitbeinig;5500
urinieren;5340
abendliche Versorgung des Stallviehs;7450
schimpfen;6333
plötzlich laut und wütend losschimpfen;5360
dauernd schimpfen;6333
schimpfen (allgemeinstes und häufigstes Wort);6333
abendliche Versorgung des Stallviehs;7450
ursprünglich von etwas/jemanden herkommen;9312
kräftig;5210
vertreiben, verjagen;9311
jemand zurechtweisen, beschimpfen;6333
jemanden zur Eile antreiben;5570
nicht groß gewachsen, aber von kräftiger Statur;5210
dick und sehr klein;5210
gekochte Äpfel oder Kartoffeln durch Sieb drücken;7740
gekochte Äpfel oder Kartoffeln durch Sieb drücken;7740
heftig den Fuß auf den Boden treten;5530
Brot- oder Kuchenteig anrühren;7560
gekochte Kartoffeln durch Sieb drücken;7740
festen Untergrund zum stehen bietend;2700
festen Untergrund zum stehen bietend;2700
"auf dem kürzesten, schnellsten Weg; sofort";9500
sehr lang bei einem Menschen;5210
"auf dem kürzesten, schnellsten Weg; sofort";9500
überhängende Langhölzer, die auf dem Wagen transportiert werden sollen, mit Hilfe eines Strickes o. ä. in Fahrtrichtung bringen;7550
mit festen Schritten gehen;5530
kräftig;5210
erheblich;9400
heftig;5330
ausgeprägt;9400
kräftig, erheblich;9400
von kräftiger Statur;5210
stark;2700
geräuschvoll;5420
intensiv;1140
groß, stark;9240
heftig, beträchtlich;9400
stark, intensiv;9400
besonders gut, bemerkenswert;9240
dick, kräftig;9220
laut;5420
mit Kraft;9400
stark (in Redensart);9120
fest;9230
längere Zeit starr vor sich hinblicken;5410
betrunken sein;5925
verhärtet vom Kuheuter nach dem Kalben;4111
ab- oder hochstehen (Haare);5940
prall sein;5910
ab- oder hochstehen (Haare);5940
rau, ausgetrocknet von Brot;5910
mürrisch, beleidigt;6280
ab- oder hochstehen (Haare);5940
rau, ausgetrocknet von Brot;5910
stur, unnachgiebig;6260
völlig gesättigt;5910
sperrig;5940
ab- oder hochstehen (Haare);5940
widerspenstig sein, abstehen trotz Frisieren (Haare);5940
kleine, steifbeinige Schritte machen;5940
prall sein;5910
steif sein (Material);5940
sperrig;5940
wortkarg;7200
ruhig, still;7200
anstatt;9300
groß, gutaussehend;9240
sehr schnell rennen;5533
vertreiben, verjagen;9311
streiten;6333
sehr schnell rennen;5533
pulvrig schneien;2200
bei großer Anstrengung stöhnen;5360
jemand zurechtweisen, beschimpfen;6333
jemanden heftig schimpfen;6333
fade, träge, stumpfsinnig;6280
infolge ungleichmäßiger Bewegung auf unebenem, steinigem o. ä. Untergrund schüttern, wackeln;7810
betont unhöflich, streng tadeln;6333
stehlen;8320
hinken;5530
jemand zurechtweisen, beschimpfen;6333
jemanden heftig schimpfen;6333
staunen;6300
jemanden necken, verspotten;6333
"Ausdruck für ""die Sonne brennt herunter""";2100
aus einem zusammenhängenden Ganzen heraustrennen;7430
stechen (in Redensart);5520
stechen, von Insekt;4700
schlachten;7565
sehr schnell rennen;5533
stechen;4700
ausheben, graben von Entwässerungsgraben;7900
durch Stechen heraustrennen;9311
jemanden mit einer Stichwaffe verletzen;5870
sich einen Holzsplitter einstechen;5700
vom Rad geschleudert werden, stürzen;7800
zur Ader lassen (in Redensart);5510
auffallen;9240
durch stechen töten (in Redensart);5870
stechen, von Mücke;4700
stechen, zerkleinern;7430
stechend, von Mücke;4700
"Ausdruck für ""die Sonne brennt herunter""";2100
mit stechendem Ausdruck;5410
betrunken;5925
etwas mit Pflöcken abstützen, zum Beispiel eine Mauer, einen Balken oder übervolle Obstbaumäste;7500
auf etwas Spitzem befestigt sein (in Redensart);9315
junge Pflanzen ins Erdreich setzen;7480
einen Acker mit einem Zeichen für den Schäfer markieren, indem ein Stecken in den Boden gesteckt wird;7450
stecken, gesteckt sein (in Redensart);9800
pflanzen;7480
sich aufhalten (versteckt);6421
stecken (in Redensart);6250
sich aufhalten;9800
anpflanzen von Setzlingen;7430
auf etwas Spitzem befestigt sein;9315
etwas zuflüstern;5360
festsitzen (in Redensart);7200
jemand zurechtweisen, beschimpfen;6333
befestigt sein;9312
einen grünen Zweig am Fenster eines Mädchens anbringen;7010
gefangennehmen;7030
gefüllt sein, angefüllt sein mit;9315
im Gefängnis sitzen;8300
sich neugierig um etwas / um alles kümmern, [was einen nichts angeht];6421
stecken;9315
verborgen sein;9800
aufstellen, errichten;9120
betont unhöflich, streng tadeln;6333
einstecken;9312
etwas aufweisen (in Redensart);9312
festsitzen (in der Kehle);5330
gefangen sein (Redensart);6430
im Mutterleib bleiben (in Redensart);5210
jemand die Meinung sagen, erniedrigen;6333
strecken;6530
unauffällig übergeben, unterjubeln;9315
beim Aufsagen eines Textes nicht mehr weiterwissen;6230
festhängen (in Redensart);9800
nicht bewältigen (Essen);5910
nicht vorankommen;6430
zurücklassen (in Redensart);9315
sehr mager, stark abgemagert;5210
beim Aufsagen eines Textes nicht mehr weiterwissen;6230
stehen (in Redensart);6332
sich befinden;9100
sich in einer bestimmten Wachstumsphase befinden;3020
geschrieben sein, zu lesen sein;7595
sein, sich befinden;9800
stehen;5500
