lemma;bedeutung;sachgruppe
Schlüpfchen;geriebener Gauner;6128
Schlupfchens;ein Kinderspiel;7360
Schlüpf(e)ler;wer dem Wild Schlingen stellt, Wilddieb;7550
schlupfeln, schlüpfeln;Wild in Schlingen fangen, wildern;7550
schlupfen;sich gleitend, geschickt...in eine Richtung bewegen;9800
schlupfen;untertauchen, untergehen;9316
schlupfen;in ein (aus einem Kleidungsstück) schlüpfen;5932
schlupfen;"/ausschlüpfen; aus Ei, Verpuppung, Knospe herauskommen/";9316
schlüpfen;umschlingen, knüpfen, knoten;9312
schlüpfen;beim Stricken Maschen aufnehmen;7545
schlüpfen;Wild in Schlingen fangen, wildern;7550
schlüpfen;die Arme verschränken;5520
Schlupfer;Hund, der Fuchs und Dachs aus dem Bau heraustreibt (Jägerspr);7550
Schlupfer;Muff;5934
Schlupfer;Nebenraum auf dem Dachspeicher, kleiner Speicher;7720
Schlupfer;Mann, der den Frauen nachstellt, Schürzenjäger, weibstoller Mann;6126
Schlüpfer;Zaunkönig;4210
Schlüpfer;Frauenunterhosen;5934
schlüpf(e)rig;glitschig, schmierig;9230
schlüpf(e)rig;zotig, unsittlich (von Reden);6510
Schlüpfes;niederer Schuh mit einem Verschlußriemen;5937
Schlupf-hosen;Frauenunterhosen;5934
Schlupf-loch;wie schd»Schlupf-loch;9316
Schlupf-sack;Innentasche der Männerjacke;5933
Schlupf-schurz;Schürze mit Ärmeln;5934
Schlupf-steller;Schlingensteller, Wilddieb;7550
Schlupf-wespe;wie schd»Schlupf-wespe;4700
Schlupf-winkel;Ort, an dem man sich verbergen kann;9316
Schlupf-winkel;enger Zwischenraum, Durchgang zwischen Häusern;7810
Schlupf-zieher;angenähte Schlinge am Schuh zum Anziehen;5937
schluppchen;mit den Füßen über den Boden streifen, schleppend gehen;5530
schluppchen;schluckweise trinken;5920
schluppsen;mit den Füßen über den Boden streifen, schleppend gehen;5530
schluren;mit den Füßen über den Boden streifen, schleppend gehen;5530
Schlurer;Schnuller, Sauger der Kleinkinder;5830
schlürfeln;in kleinen Schlucken trinken, nippen;5920
Schlurfen;Pantoffeln;5937
schlurfen, schlürfen;flüssige Nahrung, Getränke... einschlürfen;5360
schlurfen, schlürfen;mit den Füßen über den Boden streifen, schleppend gehen;5530
Schlürfer;wer schlürfend trinkt;5120
Schlürfer;wer beim Gehen die Füße über den Boden schleifen läßt;5120
Schluri;/zu Streichen aufgelegter Bursche, Nichtsnutz, Tagedieb/;6127
Schluri;nachlässiger, liederlicher, träger Mensch;6114
Schluri;gerissener, durchtriebener, verschlagener Mensch;6118
Schluri;ungeschliffener, grober Mensch;6116
Schluri;überaus große männliche Person;5141
Schlurian;nachlässiger Mensch;6114
Schlurk;Schimpfw;6111
schlurksen;mit den Füßen über den Boden streifen, schleppend gehen;5530
schlurpchen;flüssige Nahrung, Getränke (mit...Geräusch) einschlürfen;5360
schlurpchen;mit den Füßen über den Boden streifen, schleppend gehen;5530
schlurpen;mit den Füßen über den Boden streifen, schleppend gehen;5530
schlurpsen, schlürpsen;flüssige Nahrung, Getränke (mit...Geräusch) einschlürfen;5360
schlurpsen, schlürpsen;das R als Zäpfchen-r aussprechen;5560
schlurpsen, schlürpsen;mit den Füßen über den Boden streifen, schleppend gehen;5530
Schlurpser;Schluck, Trunk;5920
Schlurpser;wer beim Essen oder Trinken schlürft;5120
Schlurpser;wer beim Gehen die Füße schleifen läßt, schlurft;5120
Schlurps-hannes;wer beim Gehen die Füße schleifen läßt, schlurft;5120
Schlurz;Umgänger, Tagedieb, Schmutzfink;6114
schlurzen;genüßlich in kleinen Schlucken trinken;5360
Schluß;Scheide, Geschlechtsteil der Kuh;4111
Schluß;Scheide, Geschlechtsteil der Stute;4112
Schluß;After des Rindviehs;4111
Schluß;Ende, Abschluß;9314
Schluß-darm;Enddarm;5340
Schlüssel;Gerät zum Schließen von Schössern;7500
Schlüssel;Schrauben-, Spannschlüssel;7530
Schlüssel;/hakenförmiges Werkzeug zum Anziehen der Sensenschraube/;7402
Schlüssel;Schlüssel zum Aufziehen des Uhrwerks;7500
Schlüssel;Hebel zum Zudrehen der Kelter;7470
Schlüssel;Holz zum Festklemmen des Pflugmessers;7404
Schlüssel;Schlüsselblume (Primula veris);3500
Schlüssel;/am Grundstück winklig anhängende Fläche, rechteckiger Zipfel/;8221
Schlüssel;FlN;8140
Schlüssel-acker;Acker mit winkelförmigem Grundriß;7420
Schlüssel-acker;FlN;8140
Schlüssel-bart;am Schaft vorstehender Teil des Schlüssels...;7500
Schlüsselbein;wie schd»Schlüsselbein;5200
Schlüssel-blume, Schlüssels-;die Frühlingsblume Primula veris;3500
Schlüssel-blume, Schlüssels-;(die gezüchtete...) Gartenschlüsselblume (Primula auricula...);3800
Schlüssel-blume, Schlüssels-;Beinwell (Symphytum offic.);3500
Schlüssel-blume, Schlüssels-;Lungenkraut (Pulmonaria offic.);3500
Schlüsselblumen-tee;Tee aus den Blüten der Schlüsselblume;5920
Schlüssel-gewanne;FlN;8140
Schlüssel-hof;FlN (ehem. Hof des Domstifts Worms);8140
Schlüssel-knochen;Gelenkknochen;5300
Schlüssel-loch;wie schd»Schlüssel-loch;7500
Schlüsselloch-gucker;wer durch das Schlüsselloch späht;6116
Schlüssel-ring;Ring, an dem mehrere Schlüssel befestigt sind;5932
Schlüssel-steige;FlN;8140
Schlüssel-stück;hakenförmiges Grundstück;8221
Schlüssel-wiese;FlN;8140
Schlüssel-wingert;FlN;8140
Schlüssel-zange;Zange, mit der der Dorfbader Zähne zieht;5700
Schluß-fest;Fest zum Abschluß der Weinernte;7310
Schluß-gewanne;FlN;8140
Schluß-lied;wie schd»Schluß-lied;8720
Schluß-prüfung;Abschlußprüfung;8400
Schluß-stein;/mittlerer oberer am Schluß in den Mauerbogen eingefügter Stein/;7510
Schluß-verkauf;Sommer- oder Winterschlußverkauf;7600
Schlut;Bodenvertiefung, sumpfige Stelle im Wald;2800
Schlut;nasse Stelle in einer Wiese, einem Acker;2700
Schlut;Wölbung, Einbauchung im Mauerwerk;7710
Schlut;Schlucht;2800
Schlüten;beim Pflügen im nassen Boden entstehende Erdscholle;7440
Schlüten;alter, ausgetretener Schuh;5937
Schlutte;Judenkirsche (Physalis alkekengi);3800
schlutzen;flüssige Nahrung, Getränke (mit...Geräusch) einschlürfen;5360
schlutzen;(hörbar) saugen, lutschen, schlecken;5360
schlutzen;mit den Füßen über den Boden streifen, schleppend gehen;5530
Schlutzer, Schlützer;Saugbeutel, Sauglappen für kleine Kinder, Gummischnuller;5830
Schlutzer-läppchen;Sauglappen der kleinen Kinder;5830
Schlutzer-lumpen;Sauglappen der kleinen Kinder;5830
schlutzern;saugen, lutschen;5360
schlutzern;(in kleinen Schlucken, schlürfend) trinken;5920
Schmach;Schande, schlechter Ruf;6520
Schmachheit;Schmach, Schmähung;6520
Schmach-lappen;wer viel und schlecht über andere redet;6112
schmachten;unter Entbehrungen leiden;9110
schmächterlich;kraftlos, von zartem Körperbau;5210
schmächtig;kraftlos, von zartem Körperbau;5210
Schmacht-lappen;Ziertaschentuch;5938
Schmacht-lappen;schwächlicher Mensch;5120
Schmacht-lappen;wer andere anschmachtet, verliebter Jüngling;6332
Schmacht-lappen;wer viel und schlecht über andere redet;6112
Schmacht-lappen;Schmarotzer, Drückeberger;6116
Schmacht-lappen;Schimpfwort;6111
Schmacht-locke;in die Stirn fallende pomadige Locke;5940
Schmacht-riemen;(RA) Gürtel;5932
schmäckeln;in kleinen Happen essen, Speisen versuchen;5910
schmäckeln;kauen und nichts herunterbringen;5360
schmäckeln;leicht verdorben schmecken oder riechen (von Lebensmitteln);5440
schmacken;auf den Geschmackssinn wirken...Geschmacksempfindung hervorrufen;5440
schmacken;gut schmecken, munden;5440
schmacken;muffig, verdorben, schlecht schmecken;5440
schmacken;mit dem Geschmackssinn prüfen, Speisen in kleinen Mengen versuchen;5440
schmacken;riechen, mit dem Geruchssinn wahrnehmen, Geruch verbreiten;5430
schmacken;angenehm, sympathisch sein;6332
schmacken;wahrnehmen;5400
Schmacken-mühle;FlN;8140
Schmackes;guter Geschmack;5440
Schmackes;Schläge;5521
Schmackes-blatt;duftender Zweig (Blatt), von älteren Frauen beim Kirchgang getragen;3010
Schmackets;stark duftendes Gewächs wie zum Beispiel Salbei oder Minze;3700
schmackhaft;wohlschmeckend sein, von Speisen und Getränken;5440
schmackhaft;(W) schmackhaft machen=durch schöne Worte...reizvoll darstellen...;6460
schmäckig;wohlriechend;5430
Schmack-seife;parfümierte Seife;5940
Schmacksel;wohlriechende Kräuter;3700
schmäckseln;eine Speise probieren, kosten, abschmecken;5440
schmäckseln;einen üblen, verdorbenen Beigeschmack haben, verdorben sein;5440
schmäckseln;übel riechen, stinken;5430
Schmack-wurst;wer den Wurstteig auf seine Würzmischung hin abschmeckt;7565
schmadden;sich taufen lassen (von Juden);8840
Schmadder(er);Wiedertäufer, Mennonit;8820
Schmafittchen;(W) Schmafittchen machen=verpetzen, ausplaudern...schlecht machen;6333
schmähen;verhöhnen, Schmach antun;6333
Schmäh-wort;Schimpfwort, Beleidigung;6333
Schmaken, Schmakes;Schmach, Schande, Ärger, Schaden;6320
schmal;wenig ausgedehnt in der Breite;9212
schmal;abgemagert, hager, schwächlich;5210
schmal;wenig gehaltvoll, dürftig, ärmlich (von Speisen);5910
schmal;gering (von Besitztum, vom Erbe);9330
Schmal-bahn;stumpfe Seite des Hammers;7500
Schmal-bahn;Schneide des Maurerhammers;7510
Schmal-birne, Schmäl-;eine Birnensorte;3120
schmal-brüstig;mit schmalem Brustkorb;5210
schmalen;schmal machen, abmagern lassen;5220
Schmalen-berg;Ort im Kr. PS;8130
Schmalen-pfad;FlN;8140
Schmalert;Katze;4116
Schmal-feld;schmaler Streifen zwischen Gemarkungen;8221
Schmal-feld;die Siedlung Schmalfelderhof im Kr. RO;8130
Schmal-feld;FlN;8140
Schmalfelder-hof;Ort im Kr. RO;8130
Schmal-geiß;magere, unfruchtbare Ziege;4115
schmal-gesichtig;von schmaler, magerer Gesichtsform;5210
Schmal-hans;Mensch, der wenig ißt, wenig zu essen hat;5124
Schmal-hans;(W) Personifizierung der Not;9110
Schmal-kost;knappe, dürftige Nahrung;5910
Schmal-mittag;ein armer Mensch, ein Geiziger;7000
Schmal-reh;zweijähriges weibliches Reh;7550
Schmal-reh;heimliche Geliebte;5150
Schmal-scheid;FlN;8140
Schmal-straße;FlN;8140
Schmal-tal;FlN;8140
Schmal-weg;FlN;8140
Schmal-wiese;FlN;8140
Schmalz;tierisches Fett, Fettgewebe;5910
Schmalz;ausgelassene Butter;5910
Schmalz;Knochenmark;5300
Schmalz;Ohrenschmalz;5340
Schmalz;Kraft, Energie;5230
Schmalz;FlN;8140
Schmälz;schwarzbraune Rückstände beim Zerlassen der Butter;5910
Schmalz-bauch;dicker Bauch, auch Mensch mit solchem;5210
Schmalz-bauer;wohlgenährter Bauer;7400
Schmalz-bäume;FlN;8140
Schmalzbirn-baum;FlN;8140
Schmalz-birne;eine weiche, saftige Birnensorte;3120
Schmalz-birne;überreife Birne;3120
Schmalz-blume;Dotterblume (Caltha palustris);3500
Schmalz-brot;mit Schweineschmalz bestrichene Brotscheibe;5910
Schmalz-buckel;überernährter, dicker Mensch;5123
Schmalz-butter, Schmälz-;ausgelassene Butter, Butter zum Schmälzen;5910
Schmälzbutter-hafen;Topf zur Aufbewahrung der Butter;7735
Schmalzbutter-kratzel;Bodensatz der ausgelassenen Butter;5910
Schmalz-dackel;Schimpfw;6111
schmälzen;einer Speise Fett zusetzen, eine Speise verbessern...;5910
schmälzen;düngen, bes. mit Kunstdünger;7401
Schmalzer;Kuß;6332
Schmälzer;Fettgewebe um die edlen Organe im Innern des Schlachttieres;7565
Schmälzer-häutchen;dünne Haut um das Eingeweidefett des Schlachttieres;7565
Schmalz-flamen, -flämen;dünne Haut um das Eingeweidefett des Schlachttieres;7565
Schmalz-flur;FlN;8140
Schmalz-griebe;(ausgeschmelzter) Fettwürfel;5910
Schmalz-gropel;(ausgeschmelzter) Fettwürfel;5910
Schmalz-grube;FlN;8140
Schmalz-hafen, Schmälz-;Topf zur Aufbewahrung des ausgelassenen Fettes;7735
Schmalz-hafen, Schmälz-;Familienname;7110
Schmalz-häutchen;dünnes Häutchen um das Nierenfett des Schlachttieres;7565
Schmalz-hering;männlicher Hering;4320
schmalzig, schmälzig;fetthaltig, nach Schmalz schmeckend;5910
schmalzig, schmälzig;ölig oder gehaltvoll schmeckend (vom Wein);5440
Schmalz-kaute;FlN;8140
Schmalz-kerl;dreckiger Bursche;5140
Schmalz-kessel;Topf zum Auslassen des Schmalzes;7735
Schmalz-köchin;Köchin, die das Schmalz ausläßt;7740
Schmalz-kopf;fetter, überernährter Mensch;5123
Schmalz-kopf;Neckn;8150
Schmalz-kopf;FlN;8140
Schmalz-kraut;Feldsalat (Valerianella olitoria);3400
Schmalz-kübel;schmieriger, fetter Mensch;5123
Schmalz-lappen;mit Schmalz bestrichenes Stück Stoff;5700
Schmalz-lappen;Fettgewebe um die edlen Organe im Inneren des Schlachttieres;7565
Schmalz-lappen;fette, herabhängende Wangen;5210
Schmalz-licht;Lampe aus einem Blechbehälter mit Schmalz als Brennstoff...;7760
Schmalz-locke;mit Pomade behandelte Haarlocke;5940
Schmalz-lumpen;mit Schmalz bestrichenes Stück Stock;5700
Schmalz-pfanne;fetter Mensch, Schmalzfresser;5123
Schmälz-pfanne;/kleine Bratpfanne um Fett auszulassen, flüssig zu machen/;7735
Schmälz-pfanne;(sch) kleine Glocke;8830
Schmälz-pfanne;Neckn;8150
Schmälz-pfanne;das Sternbild Großer Bär;2100
Schmalz-presse;Gerät zum Auspressen der Fettgrieben am Schlachttag;7565
Schmalz-preuße;Schimpfname für einen, der aus Preußen stammt;8160
Schmalz-schärrsel;im Topf zusammengekratzter Fettrest;5910
Schmalz-schaum;Schaum auf dem ausgelassenen Schmalz;5910
Schmalz-ständer;Stellfaß für Schmalz;7735
Schmalz-tüpfen;Gefäß zur Aufbewahrung des Schmalzes;7735
Schmälz-tüpfen;Topf mit Schmalz...aus dem man Speisen schmälzt;7735
Schmalz-weide;Mastweide für die Schweine;7450
Schmalz-woog;FlN;8140
Schmand;Rahm, Sahne;7455
Schmand;leichter Schmutz, besonders am Kochgeschirr;9320
Schmanem;Butter;7455
schmarotzen;jemanden ausnutzen...quälen;6560
schmarotzen;sich einschmeicheln...sich anschmusen;6540
schmarotzen;sprechen, reden;5360
Schmarotzer;Mistel (Viscum album);3500
Schmarotzer;wer sich auf Kosten anderer durchfrißt...Vorteile verschafft;6116
Schmarotzer;glatter Mensch, der sich...einschmeichelt, liebedienert;6116
Schmarotzer;wer viel und schlecht über einen anderen redet;6112
Schmarotzer;Kind, das streichelt;5830
Schmarotzerei;Parasitismus;6560
Schmarotzer-gesicht;Schmeichler;6116
schmarotzig;sich einschmeichelnd;6510
Schmarre, Schmarren;große breite Wunde, meist im Gesicht, oder Narbe davon, Schramme;5700
Schmarre, Schmarren;Mensurnarbe der Studenten;5210
Schmarre, Schmarren;Kerbe, Einschnitt im Holz;7520
Schmarre, Schmarren;Fleck, Tintenklecks;9320
Schmarre, Schmarren;großes Stück von etwas;9300
Schmarre, Schmarren;altes Buch;8400
Schmarre, Schmarren;"gebackene Speise aus Mehl, Grieß und Eiern; rissiges Gebäck";5911
Schmarre, Schmarren;Verrücktheit, kitschige, schlechte Geschichte;6270
Schmärren-kopf;Kopf oder Gesicht mit Narben;5210
Schmarunzel;liebevolles Schimpfwort für Kinder;5830
Schmattel;Schund, Tand;9330
schmattelig;schlecht, weich;9200
schmätter-fräßig;wählerisch, heikel, empfindlich im Essen;5910
Schmatz, Schmätz;"Kuß; ein lauter, herzhafter Kuß";6332
Schmatz, Schmätz;Liebkosung, Streicheln der Wangen;6332
schmätzeln;ein Kind liebkosen;6332
Schmatzen;Kuß;6332
schmatzen, schmätzen;geräuschvoll, unappetitlich essen;5360
schmatzen, schmätzen;küssen;6332
schmatzen, schmätzen;ein Kind liebkosen;6332
schmatzen, schmätzen;mit der Zunge schnalzen, mit den Lippen ein Geräusch machen;5360
Schmatzer, Schmätzer;(geräuschvoller) Kuß;6332
Schmätzer;Würger (Lanius collurio);4210
Schmauch;dichter Rauch;9230
Schmauch;ganz feiner Rauch, auch Anflug von Asche in einer Ziegelei;7510
Schmauch;Tabaksqualm;5921
Schmauch;Koch- und Küchendunst, Dampf;7740
schmauchen;(stark) Tabak rauchen, qualmen;5921
schmauchen;behaglich, genüßlich eine Pfeife oder Zigarre rauchen;5921
Schmaucher;Neckn;8150
schmauchig;rauchig;9230
Schmaukes;Dreck, Fusel, Minderwertiges;9330
Schmaus;"reichliches, festliches Essen; Gastmahl";5910
schmausen;gutes Essen und Trinken im Überfluß zu sich nehmen, schwelgen;5900
schmausen;naschen, heimliches Suchen nach Leckerbissen;5910
schmausen;wählerisch essen;5910
Schmauserei;Schwelgerei;5900
Schmaus-pfad;FlN;8140
schmecken;auf den Geschmackssinn wirken...Geschmacksempfindung hervorrufen;5440
schmecken;(W) gut schmecken, munden (Gruß- und Anredeformel...);7351
schmecken;verdorben, schlecht schmecken;5440
schmecken;riechen, mit dem Geruchssinn wahrnehmen;5430
schmecken;angenehm, sympathisch sein, an etwas Gefallen finden;6310
Schmecker;Nase;5200
Schmeichelei;übertriebene Komplimente;6530
Schmeichel-katze;Katze, die sich gerne anschmiegt...sich gerne streicheln läßt;4116
Schmeichel-katze;zärtliche, kosende Person;6332
Schmeichel-katze;wer durch schmeichelnde Worte und Gesten anderen gefallen...will;6421
schmeicheln;sich liebkosend andrücken, anschmiegen, streicheln, tätscheln;6332
schmeicheln;jemandem Angenehmes sagen, um dessen Gunst zu gewinnen...;6421
Schmeichler;wer sich durch sein Reden beliebt machen will;6421
Schmeichlerei;übertriebene Komplimente, oft nicht ganz aufrichtig;6530
schmeichlig;was einem angenehm ist, schmeichelt, auch in übertriebener Weise;6310
schmeigen;schmiegen;9312
schmeiger;geschmeidig;5230
schmeiger;schmächtig, mager (von Rindvieh), schmal (vom Gesicht)...ärmlich;5210
schmeigerlich;mager, kärglich;9330
Schmeiß-bach;FlN;8140
Schmeißbacher-mühle;FlN;8140
Schmeiße;Schmeißfliege (Calliphoridae), glänzende, dicke Fliege...;4700
Schmeiße;altes Weib (Schimpfwort);5165
Schmeißelns;ein Klickerspiel...;7370
schmeißen;einen Gegenstand werfen, wegwerfen;7800
schmeißen;Dünger werfen, bes. Kunstdünger;7430
schmeißen;umwerfen;9800
schmeißen;(hin)fallen;9800
schmeißen;Junge bekommen;4020
schmeißen;mit dem Hinterbein ausschlagen;4110
schmeißen;(W) mit Blicken anstarren, Blicke nachwerfen;5410
schmeißen;etwas ab- oder ausstrahlen;9230
schmeißen;ausgeben, bezahlen, spendieren;9315
schmeißen;eine Sache erfolgreich erledigen;9900
schmeißen;jemanden grob beleidigen, vor den Kopf stoßen;6333
Schmeißer;besonders dicke Kugel im Klickerspiel;7370
Schmeiß-fliege;Aas suchendes Insekt;4700
Schmeiß-garn;Wurfnetz;7570
Schmeiß-klicker;besonders dicke Spielkugel;7370
Schmeiß-kugel;besonders dicke Spielkugel;7370
Schmeiß-mücke;dicke schillernde Fliege...von Fleisch, Käse und Aas angezogen...;4700
Schmeiß-mücke;Schimpfwort für einen lästigen Menschen;6111
Schmeiß-schnake;Aas suchendes Insekt;4700
Schmeiß-wiese;FlN;8140
Schmeling;Max Schmeling, deutscher Berufsboxer;7110
Schmelz;die harte, glasartige Umhüllung des Zahns;5360
Schmelz-baum;FlN;8140
Schmelz-bollen;trockener, ausgebrannter Lehmziegel;7510
Schmelze;die Schmelzhütte, das Eisenwerk in St.Ingbert;7530
Schmelze;Wüstung bei NW-Elmst;8130
schmelzen;durch Wärmezuführung flüssig machen;9230
schmelzen;durch Wärmezuführung flüssig werden;9230
schmelzen;innerlich von etwas gerührt sein;6300
Schmelzens;n arme Leute kostenlos ausgeteilte Mahlzeit;5910
Schmelzer;Metallarbeiter im Eisenwerk in Ingb;7530
Schmelzer;Schiffsjunge;7800
Schmelzer-hof;FlN (Name für eine Eisenschmelze bei FR-Carlsbg);8140
Schmelzer-kopf;FlN;8140
Schmelz-hübel;FlN;8140
Schmelz-hütte;Wüstung bei RO-Nd'mosch;8130
Schmelzhütter-woog;FlN;8140
schmelzig;zu Herzen gehend, kitschig;6300
Schmelz-mühle;Erzmühle zur Quecksilbergewinnung;7525
Schmelz-ofen;Ofen zum Schmelzen von Erzen;7530
Schmelz-stein;trockener, ausgebrannter Lehmziegel;7510
Schmelztiegel-pfanne;eine Art Pfanne;7735
Schmelz-woog;FlN;8140
Schmer;Fett, Bauchfett des Schweines;5910
Schmer-bauch;dicker Bauch;5210
Schmer-bauch;fettleibiger Mensch;5123
Schmer-bauch;Schimpfwort, Spottname für einen dicken Menschen;5123
schmerbeln;(W) geschmerbelt voll = gehäuft voll;9400
schmergeln;scharf riechen, ranzig sein;5430
Schmerle;der Fisch Noemacheilus barbatulus;4310
Schmerlen-bach;(RA) ON;8130
Schmer-wiese;sumpfige Wiese;7450
Schmerz;/starkes körperliches Unbehagen durch Krankheit oder Verletzung/;5700
Schmerz;seelischer Kummer, oft in Liebesdingen;6320
schmerzen;weh tun;5700
Schmerzen(s)-freitag;Freitag vor Palmsonntag, Fest der sieben Schmerzen Mariä;8860
Schmerzen(s)-freitag;Freitag vor Ostersonntag, Karfreitag;8860
Schmerzen(s)-geld;Entschädigung für erlittene Schmerzen in Form von Geld;8300
Schmerzen(s)-kind;Kind, das seinen Eltern viel Kummer bereitet;5840
Schmerzens-lager;Krankenbett;5700
schmerzhaft;wehtuend, peinigend;5700
schmerzlich;wehtuend;5700
schmerz-los;ohne Schmerz;5700
Schmetter;(W) schmetterndes Geräusch;5420
Schmetterling;Tagfalter, Insekt mit zwei Paar großen, oft bunten Flügeln;4700
Schmetterling;große, oft farbige Haarschleife für Mädchen;5938
Schmetterling;die Blume Stiefmütterchen (Viola tricolor) (Gärtnersprache);3800
Schmetterling;flatterhafter Mensch;6117
Schmetterling;/Mannsbild, das laufend seine Freundinnen wechselt/;6126
Schmetterlings-flitsche;große Haarschleife nach der Form der Schmetterlingsflügel;5938
Schmetterlings-raupe;wurmähnliche Larve des Schmetterlings;4700
schmettern;etwas mit großer Wucht irgendwohin werfen (damit es Schaden nimmt);9130
schmettern;trinken, einen heben;5925
schmettern;laut tönen, laut und herzhaft singen;8720
Schmicke, Schmick;zusätzliche Schnur der Peitsche...ermöglicht das laute Knallen...;7403
Schmicke, Schmick;Stielgerüst der Weintraube, Traubenkamm;7470
Schmicke, Schmick;Weidengerte, dünner Zweig der Weide (Salix);3110
Schmicken-kordel;zusätzliche Schnur der Peitsche...ermöglicht das laute Knallen...;7403
Schmicker;zusätzliche Schnur der Peitsche...ermöglicht das laute Knallen...;7403
Schmied;Handwerker, der glühendes Eisen mit dem Hammer bearbeitet...;7530
Schmied;FlN;8140
Schmied;alter Gesellschaftstanz, bes. in ausgelassener Stimmung getanzt;8740
Schmiede;Werkstadt des Schmiedes;7530
Schmiede;(W) Gericht, Justiz;8300
Schmied(e)-arbeit;die Tätigkeit des Schmiedes, auch der fertige Gegenstand...;7530
Schmied(e)-bau;Gebäude, in dem die Schmiede untergebracht ist;7530
Schmied(e)-birne;eine Birnenart;3120
Schmied(e)-eisen;schmiedbares Eisen (im Gegensatz zum Gußeisen);7530
Schmied(e)-esse;gemauerte Feuerstelle der Schmiede;7530
Schmied(e)-gasse;FlN (ein Straßenname);8140
Schmied(e)-geschirr;Handwerkzeuge des Schmiedes;7530
Schmied(e)-hammer;Schlagwerkzeug des Schmiedes;7530
Schmied(e)-junge;Lehrling eines Schmiedes;7530
Schmied(e)-kohle;besonders fettarme Kohlensorte für das Schmiedefeuer;7530
Schmied(e)-meister;Schmied, der Lehrlinge ausbilden darf;7530
schmieden;mit einem Hammer glühendes Eisen bearbeiten und formen;7530
Schmieden-pfad;FlN;8140
Schmiederei;Schmiedewerkstadt;7530
Schmied(e)-rod;FlN;8140
Schmied(e)-schurz, -schürz, -schürze;/Lederschürze des Schmiedes, zum Schutz bei der Arbeit umgebunden/;7530
Schmied(e)-turm;alter Stadtturm in Kaiserslautern in der heutigen Turmstraße;8500
Schmied(e)-turm;FlN;8140
Schmied(e)-wiese;FlN;8140
Schmied(e)-woog;FlN;8140
Schmied(e)-zunft;organisierte Berufsgruppe der Schmiede;7530
Schmiedin;Frau des Schmieds, auch Frau mit Familienname Schmied;5150
Schmieds-rech;FlN;8140
Schmiege;Winkelgerät mit verstellbaren Schenkeln (ein Schreinerwerkzeug);7520
Schmiege;schiefer Winkel, in dem zwei Holzteile...aufeinander treffen;7520
Schmiege;Verbindungsstück zweier Hölzer;7520
schmiegen;sich an etwas oder jemanden sanft anlehnen;5500
schmiegen;jemanden verhauen;5521
Schmieg-wand;abgeschrägte Fläche der Wand in einer Fensternische;7720
Schmiel-beere;Frucht des Weißdorns (Crataegus oxyacantha);3220
Schmiel-birne;Birnensorte, sehr süße, harte Winterbirne...zum Muskochen...;3120
Schmiele;...Gräser mit langen harten Halmen...verschiedene Grasarten...;3500
Schmiele;die Rispe des Maushafers (Avena fatua);3500
Schmiele;die Grasart Trespe (Bromus erectus);3500
Schmiele;Rohrschwingel (Festuca arundinacea);3500
Schmiele;Gerste (Hordeum);3340
Schmiele;Melde (Atriplex hortense u. Chenopodium, Gänsefuß);3500
Schmiele;Vogelmiere (Stellaria media);3500
Schmiele;die kurze Pfeife;5921
Schmiele;Pfeifenspitze, die man beim Rauchen in den Mund nimmt;5921
Schmiele;Zigarrenspitze;5921
Schmiele;spitzes Ende eines Stockes, meist aus Eisen;9314
Schmielen-besen;Kehrbesen aus Schmielen zusammengebunden;7736
Schmielen-gras;Gras, das viele lange, harte Halme enthält;3500
Schmielen-heu;Heu, das viele lange, harte Halme enthält;7450
Schmielen-huppser;Heuschrecke;4700
Schmielen-huppser;schmächtiger, magerer Mensch;5124
schmielig;lange, harte Halme enthaltend;7400
schmielig;dünn, schmächtig, kränklich, mager;5210
Schmierakel;Schmiere, Schmutz, Dreck;9320
Schmier-apfelkuchen;Kuchen mit Apfelbrei als Auflage (an Stelle von Apfelstückchen);5911
Schmier-bock;Gestell mit drei oder vier Beinen, mit dem man den Wagen hebt...;7403
Schmier-bürste;Bürste, mit der man das Fett auf Leder aufträgt;7540
Schmier-dings;allerhand Fettabfälle zum Seifensieden;7565
Schmier-drossel;Amsel, die ihr Nest mit Lehm ausschmiert;4210
Schmiere;...streichfähige Masse...bes. als Salbe, medizinisches Heilmittel;5700
Schmiere;Paste zum Einfetten von Leder;7540
Schmiere;Schmiermittel für Scharniere, Apparate, Radlager am Wagen;7500
Schmiere;Schmalz, ausgelassenes Fett;5910
Schmiere;Brotaufstrich, bes. Marmelade, Latwerge;5910
Schmiere;bestrichene oder belegte Brotscheibe;5910
Schmiere;klebriger Schmutz, Straßenkot, Dreck;9230
Schmiere;/(W) Schmiere stehen = Bei einer verbotenen Tat als Wache stehen/;8310
Schmier-eimer;Gefäß für Schmiermittel, Wagenschmiere;7500
schmieren;eine weiche streichfähige Masse auf einen Gegenstand auftragen;9315
schmieren;nicht schön und unsauber schreiben, klecksen, Tinte verwischen;8400
schmieren;schlecht, flüchtig, nachlässig arbeiten;6550
schmieren;trinken, zu trinken geben;5920
schmieren;(RA) jemandem mit Worten schmeicheln, schöntun;6530
schmieren;jemanden mit Geschenken, mit Geld bestechen;6540
schmieren;jemanden betrügen;6540
schmieren;verfälschen, verwässern, panschen (...Wein);7470
schmieren;verhauen, eine Ohrfeige geben;5521
schmieren;/den Kreisel mit der Treibschnur schlagen (im Kinderspiel)/;7360
