bedeutung;sachgruppe
unsauberer Mensch;6114
(sch) Bezeichnung für den Spengler;7530
Ulme als Gerichtsbaum;8300
Diel für ein Gerüst;7520
Ulme;3110
vorbereiten, bereit halten;6420
Ulme;3110
FlN;8140
Holz der Ruste;7520
Ulme;3110
FlN (alter Torname in Neustadt);8140
Holz für Gerüst;7520
gesund, kräftig, leistungsfähig (trotz fortgeschrittenen Alters);5700
Seil für ein Baugerüst?;7510
Vorbereitung;6420
Ausstattung, Gerüst;8300
"langer, dünner Zweig, Stock; Gerte";3010
Frucht-, Tragholz des Weinstocks, das anden Pfahl gebunden wird...;7470
Propfreis;7480
Rute bzw. Rutenbündel zur Züchtigung;5521
Stiel des Dreschflegels;7402
erste Balkenlage der Scheune;7410
höchste Balkenlage der Scheune;7410
/Markierungskerbe an für das Parterre bestimmten Holzbalken/;7710
Geschlechtsteil des Ochsen, des Stiers;4111
ein altes Längen- und Flächenmaß;9340
FlN;8140
Route, Richtung;9500
erste Balkenlage der Scheune;7410
erste Balkenlage der Scheune;7410
erste Balkenlage der Scheune;7410
eiserner (früher lederner) Ring am Stiel des Dreschflegels;7402
Leiter, die auf die erste Balkenlage der Scheune führt;7410
Loch in der Scheune, durch das die Garben...hochgezogen werden;7410
Seil am Flaschenzug...;7800
wie schd»Rutsch;9800
Böschung, steiler, schlechter Weg (auf dem man leicht ausrutscht);7810
Bergabhang im Wald, an dem man Holz hinunterrollen läßt;7550
Schräge an der Weinbergsmauer als Weg für Pferd und Pflug;7470
Stelle im Acker, über die der Pflug hinwegrutscht;7440
/Stelle in der Wiese, wo das Gras nicht ganz abgemäht wurde/;7450
abgeschrägte Wand am Kellerfenster;7720
Lattenrost zum Abladen der Kartoffeln und Rüben;7800
Saustallboden;7410
Anbau mit Pultdach an der Scheune;7410
Gleitbahn auf dem Eis;7360
FlN (eine steile Treppe);8140
(Verb.)(sch) ein altes Sofa;7730
Topf ohne Füße;7735
Teil der Windmühle;7580
kleine Wagenladung;7403
liederliche, faule Frau;6134
mannstolles Mädchen;6136
mannstolle, unsittliche Frau;6136
Buchfink;4210
Reise;7850
die Schaukel als Spielgerät der Kinder;7360
Karussell;7300
schaukeln;7360
auf dem Eise gleiten;7360
rutschen, gleiten;9800
sich auf dem Gesäß, auf den Knien o.ä. fortbewegen;5530
gleiten und dabei hinfallen;9800
auf dem Eis gleiten;7360
schlecht pflügen;7430
gut die Kehle hinunterrutschen, gut schmecken;5910
(beim Arbeiten) vorankommen, gelingen;9120
Stelle im Acker, über die der Pflug hinwegrutscht;7440
Kochtopf mit glattem Boden;7735
Topf für Brei für kleine Kinder;7735
irdener Topf;7735
niederer Kinderschlitten;7360
Tanz, bei dem mit den Füßen über den Boden gerutscht wird;8740
die Gemüsepflanze Valerianella olitoria;3400
Feldtaube;4230
Schwanzmeise;4210
fauler Mensch;6114
junger Mann, der viel poussiert;6127
unzuverlässiger Kunde;7600
Neckn;8150
Schlitten fahren;7360
die Gemüsepflanze Valerianella olitoria;3400
Dachfenster;7720
/oft irdener, als Gemüsekochtopf benutzter Topf mit glattem Boden/;7735
Verbindungsholz zwischen den Backen des Vorderwagens;7403
glatt, schlüpfrig;7810
gut geschmälzt;5910
/oft irdener, als Gemüsekochtopf benutzter Topf mit glattem Boden/;7735
kleiner Schlitten, der mit Stangen fortbewegt wird;7360
Heizofen mit großer Herdplatte;7750
/(W) auf dem Eis oder der Rutschbahn gleiten, Schlitten fahren/;7360
/Bahnfahrt, Vergnügungsreise mit der Bahn/;7830
die Gemüsepflanze Valerianella olitoria;3400
Ort am Glan im Kr. KU;8130
Ort an der Lauter im Kr. KU;8130
"rasche, kurze Bewegung; Stoß";9800
Nörgeler;6116
trüb (von Flüssigkeiten);9230
massenweise mit Geräusch herunterfallen (von Früchten);3120
besonders dicker Klicker;7370
kaputt, tot;9130
vollständig, mit Stumpf und Stiel;9400
der Buchstabe S;8400
(W) komm si, komm sa machen = stehlen, entwenden;8320
größerer Raum, insbes. für Feste und Tanz;7720
Ort im Kr. WD;8130
Ort im Kr. PS;8130
eine Ziegenrasse (nach dem Schweizer Ort Saanen);4115
FlN (rechter Nebenfluß der Mosel);8140
FlN;8140
Stadt im Saarland;8130
Arbeiter, der zur Arbeit ins Saargebiet fährt;7500
wie schd»Saar-land;8160
Zeitpunkt und Tätigkeit des Aussäens;7440
Saatgut;7440
das aus dem Gesäten keimende und heranwachsende Getreide;7440
Egge zur Bearbeitung des Saatbodens;7402
wie schd»Saat-erbse;7480
Getreideernte;7440
wie schd»Saat-feld;7440
zur Aussaat bestimmtes Getreide;7440
eingezäuntes Landstück, in dem Waldbäumchen herangezogen werden...;7550
zur Aussaat bestimmte Gerste;7440
Saatkartoffel;7440
zur Aussaat bestimmter Hafer;7440
eingezäuntes Landstück, in dem Waldbäumchen herangezogen werden...;7550
Tragegefäß (...aus Stroh geflochten, ...aus Blech angefertigt)...;7440
länglicher, ovaler Korb mit zwei Handgriffen;7800
zur Aussaat bestimmter Roggen;7440
Pflug zum Unterpflügen der Saatkartoffeln;7404
/Tuchbehälter, aus dem der Sämann Saatgut auf das Feld wirft/;7440
zur Aussaat bestimmter Weizen;7440
wie schd»Saat-zeit;7440
wie schd»Saat-zucht;7440
Beamter des Speyerer Domkapitels, der das Sabbathale...verwaltete;8870
Mund;5360
töricht, sinnlos, schnodderig, unbeholfen reden;5360
Rückstände beim Auslassen von Butter;5910
FlN;8140
"Hiebwaffe mit gekrümmter Klinge...; Seitengewehr des Soldaten";8500
altes, rostiges, abgebrauchtes Messer;7736
überaus große männliche Person;5141
ungehobelter, roher Mensch;6116
(W) Rausch;5925
krummes Bein;5210
mit krummen Beinen versehen;5210
(W) eine Blattform der Tabakpflanze;7490
Schwertlilie (Iris germanica);3800
Gurt auf dem Joppen mit Gürtel;5933
an etwas ungeschickt herumschneiden;5520
krummbeinig gehen;5530
wie schd»Säbel-scheide;8500
FlN;8140
eine Blattform des Tabaks;7490
weiblicher Vorname;7110
böses Frauenzimmer;6132
Gefäß, aus dem der Sämann die Saat ausstreut;7440
ungenau oder nicht namentlich benannter Gegenstand, Ding;9100
Besitztum, Hab und Gut, Vermögen;8330
Kleidung;5932
Waren, Lebensmittel;7600
flüssige Arznei im Gegensatz zur nicht flüssigen;5700
Geschenke;9315
Anteil, zugehöriges Quantum;9400
Angelegenheit, Umstand, Ereignis, Vorgang;9100
Aufgabe, im bes. Hausaufgabe;8400
Menstruation;5350
nicht näher bezeichnete Sache;9100
Besitz, Vermögen;8330
Waren, Lebensmittel;7600
Patengeschenke;7350
dumme Sachen, Possen;6420
Hundename;4117
Winzermesser mit gekrümmter Schneide...;7470
schwach sichelartig gebogenes Messer zum Hauen;7550
Messer zur Pflege der Obstbäume;7480
gebogenes Messer zum Schneiden von Weiden;7520
Messer der Besenbinder;7520
Messer mit schnabelförmig gebogener Spitze zum Lederschneiden;7540
Neckn;8150
Neckn;8150
Neckn;8150
blutige Auseinandersetzung...wegen Weiderechten;8500
Neckn;8150
FlN;8140
(KR) wie schd»Sachsen;8160
große Menge, großes Vermögen;9400
sanft, behutsam;6430
heimlich, leise;6405
allmählich;9330
langsam;6430
unbemerkt, heimlich;9316
/länglicher, größerer Stoffbehälter für Transport u. Aufbewahrung/;7800
Maß für Getreide, Mehl;9370
Tasche in Kleidungsstücken;5932
Tasche für Geld, Geldbeutel;5932
leichte, weite, kurze Jacke für Männer;5933
blusenartiges Frauenkleidungsstück;5934
Hodensack bei Mensch und Tier;5350
(dicker, hängender) Bauch;5210
Gebärmutter;5350
Nachgeburt beim Schwein;4113
Schimpfwort für dicke, träge, sonderbare oder lästige Menschen;6111
Schnur zum Zubinden des Sackes;7400
Quecke (Agropyrum repens);3900
Seitenbrett des Kelterkastens;7470
Innentasche in Kleidern;5932
Innentasche in Kleidern;5932
(W) Sackdich machen = sich nebenher etwas aneignen;8320
sehr dunkel;9231
Tasche in Kleidungsstücken;5932
Geldbeutel, Geldtasche;5932
Hodensack;5350
Schimpfwort für schlechte, freche, unzuverlässige, faule Menschen;6112
lärmende Kinderschar;5841
Kunstdünger;7440
Taschengeld;7600
Hochzeit, bei der schon vorehelicher Nachwuchs vorhanden ist;7321
Taschenmesser;5932
Kunstdünger;7440
etwas einsacken, in seine Taschen stecken;9315
entwenden, stibitzen;8320
jemandem beim Klickerspiel alle Klicker abgewinnen;7370
schnell laufen, springen;5533
schlechter, saurer Wein;7470
Taschenuhr;5932
Schuft, Taugenichts;6126
Messer;7736
in einen Sack füllen;9312
sich die Taschen vollstopfen, sich bereichern;8330
(viele Säcke) Ertrag bringen (von Getreide);7440
(wie ein Sack) niedersinken, zusammenfallen, hinplumpsen;9800
ein Schiff an einer Leine oder Kette flußabwärts treiben lassen;7820
schwerfällig gehen;5530
beim Klickerspiel alle Klicker verlieren;7370
Falten schlagen (von Kleidungsstücken);5932
in einen Sack stopfen;9312
in der Kelter ausgepreßte Rückstände von Weintrauben und Obst;7470
geringwertiger Wein;7470
(durchlöchertes) Seiten- oder Deckbrett des alten Kelterkastens...;7470
Neckn;8150
(durchlöchertes) Seiten- oder Deckbrett des alten Kelterkastens...;7470
Fluchwort;1240
vom Gesang des Buchfinks;4210
Neckn;8150
Ausruf des Erstaunens;1230
Fluchwort;1240
Lump;6122
Fluchwort;1240
Neckn;8150
(durchlöchertes) Seiten- oder Deckbrett des alten Kelterkastens...;7470
Ballen zusammengepreßter Taubenrückstände;7470
Ausruf des Erstaunens, der Verärgerung;1230
unangenehm, verwünscht, verflucht;9240
Fluchwort;1240
Teufelskerl;6128
außergewöhnlich, besonders;9240
unangenehm, verwünscht, verflucht;9240
Teufelskerl;6128
Messer, mit dem der gepreßte Traubenkuchen zerschnitten wird;7470
Fluchwort;1240
schnell rennen;5533
"Sack als Traglast; Menge, die in einen Tragesack paßt";7800
Rausch;5925
Wasser zum Aufweichen der Preßrückstände an der Kelter;7470
aus Trestern gewonnener Wein, Haustrunk;7470
Futterstoff für Taschen in Kleidungsstücken;5932
wie schd»Sack-gasse;7810
Taschengeld;7600
eine Abgabe;8220
sehr grob (von menschlichen Verhalten);7020
Mensch, der schief nach unten sieht, Schielender;5120
Hals mit einem sackartigen Kropf;5210
/Gerät an der Dreschmaschine, um Säcke auf Schulterhöhe zu heben/;7402
/im Sack stehend um die Wette hüpfen zur Belustigung/;7300
weit, formlos, schlecht sitzend (von Kleidungsstücken);5932
dick, fett;5210
dickbäuchig von Pferd und Kuh;4110
Sackkarren;7403
Schnur zum Zubinden des Sackes;7400
ölgespeiste Taschenlampe;7760
/im Sack stehend um die Wette laufen zur Belustigung/;7300
Sackleinwand;5931
aus Sackleinen;5931
wie schd»Sack-leinwand;5931
Wagenleiter für Säcke, bes. am Wagen des Müllers;7403
Börsenmacher, Täschner;7540
Neckn;8150
der wertvollste Klicker;7370
beim Klickerspiel verloren habend;7370
Loch in der Tasche;5932
Taschenmesser;5932
Stempel zum Aufdrucken des Besitzernamens auf Säcke;7400
dicke Nadel zum Nähen und Flicken von Säcken;7400
Jacke, meist aus Baumwolle;5932
eine Pflugart;7404
Böller;8500
kleine Pistole, Terzerol;8500
kurzer Männerrock mit Seitentaschen;5933
Neckn;8150
Schürze aus grobem Sackstoff;5932
Neckn;8150
Zwickel, der in das obere Ende des Sackes genäht wird;7400
kleines flaches Schnapsfläschchen für die Tasche;5925
wer Säcke trägt, insbes. Getreidesäcke...;7400
Nacken mit Fettwulst;5210
Taschentuch;5932
Neckn;8150
Neckn;8150
Taschenuhr;5932
Menge, Gewicht vom Fassungsvermögen eines Sackes;9370
reichlich, in großer Menge;9400
Naturalien, die den Inhabern des Altenteils zustehen;7400
Wagen zum Transport von Säcken;7403
FlN;8140
wie schd»sack-weise;9400
FlN;8140
Juniperus sabina;3220
Saat ausstreuen;7440
Dünger, insbes. Kunstdünger streuen;7400
Sämann;7440
das Säen;7440
die Färbe- und Gewürzpflanze Crocus sativus;3700
FlN;8140
Saatgetreide;7440
Flüssigkeit in Pflanzen, Früchten;3020
Flüssigkeiten im Körper von Mensch und Tier;5300
aus Früchten zubereitetes Mus, Fruchtgelee;5911
als Getränk, Heilmittel zubereiteter Saft;5920
Bürschchen;5146
Brotscheibe mit Obstmusaufstrich;5910
Brotscheibe mit Obstmusaufstrich;5910
Marmeladenglas;7735
energieloser, dummer Kerl;6127
reich an Saft;9230
vom Geschmack des Weins;5440
kräftig, gehörig;9400
ränkevoll, übelbeleumundet, unnütz;6510
schlecht geführter Betrieb, bes. Geschäft;7600
Neckn;8150
fleischwolfähnliche Vorrichtung zum Auspressen der Johannisbeeren;7736
saftig;9230
Gesprächsstoff, Gerede, Gerücht;7200
Befehlsgewalt, Aufsicht;7010
...überlieferte Erzählung mit...außergewöhnlichen Ereignissen;8600
Werkzeug zum Sägen;7500
Sägemühle, Sägewerk;7520
Figur beim Fingerspiel...;7360
großes, an einer Seite mit Blei beschwertes Stellnetz...;7570
Teil des Wurfgarnes;7570
wie schd»Säge-blatt;7530
Baumstamm, der zugesägt wird;7520
Baumstamm, der zugesägt wird;7520
vierbeiniges Holzgerüst, auf dem man das Holz sägt;7520
dürres, abgearbeitetes Pferd;4112
steifer, unbeholfener Mensch;5120
Figur im Fingerspiel Abhebchens;7360
langbeinige Stechmücke;4700
wie schd»Säge-fisch;4320
wie schd»Säge-griff;7500
Hängevorrichtung mit Zahnstange für den Herdkessel;7740
Sägegriff;7500
FlN;8140
wie schd»Säge-mehl;7520
wie schd»Säge-mühle;7520
FlN;8140
sich mündlich äußern, etwas aussprechen;5360
etwas mündlich übermitteln, mitteilen, weitersagen, eröffnen;7200
die Meinung sagen, zurechtweisen;6333
behaupten, feststellen, ankündigen;7200
benennen, bezeichnen;7200
Ratschläge erteilen;6460
bedeuten, besagen;9330
sich etwas durch den Sinn gehen lassen, überlegen;6250
/(W) in Floskeln der Entgegnung, Beteuerung, Gesprächseinleitung/;7200
mit einer Säge trennen;7500
mit einem (stumpfen) Messer unsachgemäß an etwas herumschneiden;5520
schnarchen;5560
beim Sport besiegen;7340
wer sägt;7500
wie schd»Säge-werk;7520
Zahn der Säge;7530
Suppe mit Sagoeinlage;5911
Hafersaatgut;7440
wie schd»Sahne;7455
wie schd»Saison;2500
Saite an Musikinstrumenten;8730
/Treibschnur zum Übertragen der Bewegung vom Spinnrad zur Spule/;7545
in Fäden aus dem Mund fließender Speichel;5340
mit speicheltriefendem Mund;5210
Geiferlatz für kleine Kinder;5830
Saugläppchen für kleine Kinder;5830
Geiferlatz für kleine Kinder;5830
speicheltriefender Mund;5210
Mensch, der Speichel aus dem Mund triefen läßt;5120
Speichel aus dem Mund fließen lassen;5340
"(Verb.) in einem Ausspruch beim Bohnenspiel ""Schupfen""";1210
Anzug mit kurzen Schößen;5933
Fluch;1240
Neckn;8150
Ausruf des Erstaunens, der Verärgerung;1230
feierliche, kirchliche Handlung zur Übermittlung göttlicher Gnade;8840
Fluchwort;1240
Schimpfwort;6111
lästig, verwünscht, verflucht;9240
schrankartiges Gemach, in dem die...Hostien aufbewahrt werden;8830
verwegener, unerschrockener, sich...zurechtfindender Mensch;6128
Schimpfwort;6111
wie schd»Sakristei;8830
Reimwort im Bastlösereim;1210
Feuersalamander (Salamandra salamandra);4400
Wassermolch (Triturus vulgaris);4400
wie schd»Salami;5911
Lohn, Gehalt, Zahltag;7620
kaltes Gericht...mit Essig, Öl, Salz, Gewürzen angerichtet;5911
Kopfsalat (Lactuca sativa var. capitata);3400
Lattich (Lactuca sativa var. longifolia);3400
(W) unangenehme Bescherung, Unglück, Durcheinander;9130
wie schd»Salat-beet;7480
wie schd»Salat-besteck;7736
wie schd»Salat-blatt;3400
Bohnen, die zu Salat zubereitet werden;5910
wie schd»Salat-essig;5910
wie schd»Salat-gabel;7736
Borretsch (Borago offic.);3700
geschlossenes Blattwerk der Salatpflanze;3400
das Innerste des Salatkopfes;5910
Salatschüssel;7735
geschlossenes Blattwerk der Salatpflanze;5910
Kopf mit dichten krausen Haaren;5210
eine Birnensorte;3120
Borretsch (Borago offic.);3700
große Gurke, die in Scheiben geschnitten zu Salat verarbeitet wird;5910
Salatbeet;7480
Löffel des Salatbestecks;7736
Öl zum Anrichten des Salates;5910
Neckn;8150
Salatsetzling;7480
geschlossenes Blattwerk der Salatpflanze;3400
Rotrübe (Beta v. rubra);3400
wie schd»Salat-samen;7480
kleine Nacktschnecke, wie man sie auf Salatblättern findet;4500
Mädchen, das abends herumstreicht;6136
wie schd»Salat-schüssel;7735
wie schd»Salat-setzling;7480
Salatpflanze, -kopf;3400
Werkzeug zum Vorbereiten des Bodens für die Saat oder das Pflanzen;7480
Salat-strunk;3400
Schwätzer;6127
langweiliges Geschwätz;7200
langweilig, umständlich schwätzen;7200
Randstreifen an Geweben, Webkante;7545
Ende, Rest, Überbleibsel (von Speisen);5910
ranziger Speckrand;5910
Tuchrandstreifen zum Verschnüren der Wiege...;5830
Hose mit Salbandstreifen längs der Außennaht;5933
aus Tuchstreifen...geflochtene, leichte Fußbekleidung;5937
aus Tuchstreifen...geflochtene, leichte Fußbekleidung;5937
aus der Webkante eines Stoffes gefertigte Socken...;5937
Streifen aus Salband;7545
aus Tuchstreifen...geflochtene, leichte Fußbekleidung;5937
aus...Webkantenstreifen gefertigter Wischer für die Schiefertafel...;8400
als Heilmittel aufzutragende oder einzureibende Paste;5700
die Heilpflanze Salvia officinalis;3700
Dachwurz (Sempervivum tectorum);3500
Salbeipflanze;3700
wie schd»Salbei-tee;5700
mit Salbe bestreichen;5700
sich beschmutzen;5940
verhauen;5521
Buch, in dem Grundstücke...Abgaben, Verträge u.ä. verzeichnet sind;8300
(sch) Grußformel;7351
aus Weidenholz;7520
wie schd»Saline;7500
ausgesäter Samen;7480
Diener an einem Salhof?;8220
Lachs (Salmo salar);4310
ehem. FlN;8140
FlN;8140
FlN;8140
wie schd»Salmiak;9230
wie schd»Salmiak-geist;9230
weiblicher Vorname;7110
der biblische König Salomo;8820
männlicher Vorname;7110
Spitzname eines Juden;7110
Spitzname einer bestimmten Person;7110
durchtriebener, verschlagener Mensch;6118
langweiliger, saumseliger, unbeholfener Kerl;6117
überaus große männliche Person;5141
Mannsperson, die sich ungebührlich benimmt;6126
die gute Stube, Wohnzimmer;7720
Arbeitsraum des Friseurs;7500
(iron) Gefängnis;8300
dünnes Bein (von Mädchen);5210
wie schd»salopp;5940
Überwurf, Umschlagetuch für Frauen;5934
wie schd (als Kunstdünger verwendet)»Salpeter;7440
Berufsbezeichnung;7500
Grußformel zur Begrüßung und zum Abschied;7351
Marienandacht am Samstagabend;8840
mit Erlaubnis;6440
Serviette;7770
sich verbessern, gesunden;9120
sich in Sicherheit bringen, verschwinden;9316
der Strauch oder Baum Salix caprea;3110
Weidenkätzchen;3110
FlN;8140
FlN;8140
(VR) wie schd»Salweiden-laub;3110
an einen Herrenhof abzuliefernder Wein;8220
Speise-, Kochsalz;5910
Kunstdünger;7440
sonstige Salze oder salzähnliche Substanzen;9230
(Verb.) Salz wiegen = ein Kinderspiel...;7360
belebendes Element, Witz, Kraft;7200
(Verb.) Pfeffer und Salz = gemischtfarbig...(von Textilien);9231
(Verb.) Pfeffer und Salz = gemischtfarbig...(von Haaren, Fell);9231
FlN;8140
FlN;8140
Bad in Salzsole zu Heilzwecken;5700
FlN;8140
in Salzwasser gekochte oder eingesalzene grüne Bohnen;5911
FlN;8140
FlN;8140
FlN;8140
kleineres Salzgefäß für Küche und Tisch, Salzstreuer;7735
eine Ziegenrasse;4115
Salzlecke, -suhle;7550
eine Abgabe;8220
in Salzwasser eingelegtes Ei;5911
Kunstdünger streuen;7430
(einer Speise) Salz zusetzen;5910
mit Salz haltbar machen, einsalzen;7565
(BR) Würze, den richtigen Geschmack bekommen;5440
schlagen, ohrfeigen, verprügeln;5521
gehörig, kräftig, über das gewöhnliche Maß hinaus;9400
/im Ruf der Kinder bei Beginn eines Suchspiels/;7360
/(RA) wie ein Salzer rennen = es sehr eilig haben/;8310
(RA) kleineres Salzgefäß für Küche und Tisch, Salzstreuer;7735
FlN;8140
Salzsieder, -händler;7600
(Verb.) hell und dunkel gesprenkelt;9231
Gefäß zum Aufbewahren des Salzes;7735
in Salz eingepökeltes Fleisch;5910
(andauernder) nässender Ausschlag, Geschwür;5700
FlN;8140
eine Vergütung;7620
geschälte und zerschnittene, in Salzwasser gekochte Kartoffel;5911
Gefäß zur Aufbewahrung von Salz;7735
geschälte und zerschnittene, in Salzwasser gekochte Kartoffel;5911
mit Salz getränktes Hemd als Mittel gegen Fieber, Schüttelfrost;5700
wie schd»Salz-hering;5911
wie schd»salzig;5440
kannenartiges Gefäß für Salz;7735
Karren für den Salztransport;7820
geschälte und zerschnittene, in Salzwasser gekochte Kartoffel;5911
Behälter (mit Klappdeckel) zur Aufbewahrung von Salz;7735
Salzkorn;5910
Behälter (mit Klappdeckel) zur Aufbewahrung von Salz;7735
FlN;8140
(sch) Krämer;7600
wie schd»Salz-kruste;5910
salzbestreuter Kuchen aus Resten des Brotteigs;5911
in Salzwasser eingelegte Gewürzgurke;5911
Salzbrühe, in der das Fleisch eingepökelt wird;7565
FlN;8140
/(RA) wie ein Salzmann laufen = es sehr eilig haben/;8310
Salzbereiter, Salzhändler;7600
Borretsch (Borago offic.);3700
Sack in dem Salz befördert wird;7800
Kunstdüngersack;7400
aus Stoff, wie er für Salzsäcke verwendet wird;5931
Arbeitsschürze aus Salzsäcken, Säcken;5932
wie schd»Salz-säure;9230
Arbeitsschürze aus Salzsäcken, Säcken;5932
mit Salzkörnern bestreutes Brötchen in Stangenform;5911
Nationalsozialisten (um 1932);8210
Nationalsozialisten;8210
die nationalsozialistische SA;8210
geschälte und zerschnittene, in Salzwasser gekochte Kartoffeln;5911
FlN;8140
Papiertüte für Salz;7500
Schnauzer (Hunderasse) mit weißgrauem Fell;4117
"das Einsalzen; Tracht Prügel";7740
die Verabreichung von Lecksalz;7450
wie schd»Salz-wasser;9230
in Salzwasser zubereitet (von Speisen);7740
mit Salz bestreutes Brötchen, Laugenbrötchen;5911
Schimpfname für den Bäcker;7560
FlN;8140
FlN;8140
Ort im Kr. PS;8130
wie schd»Sä-mann;7440
wie schd»Samariter;6113
der Tanz Samba;8740
Ort im Kr. KL;8130
Küchenmesser;7736
von Pflanzen abfallende Keime, die als Saatgut verwendet werden;3010
die aufgegangene Saat, Saatfeld;7440
Tragknospe, Blütenstand des Rebstocks;7470
junger Fruchttrieb der Rebe;7470
klein gebliebene Traubenbeeren;7470
Austriebe am Nadelholzstamm (Forstausdruck);7550
(RA) männlicher Samen;5350
Sammelegriff für Kinder;5830
Tragknospe der Rebe;7470
einzeln stehengelassener Baum (Forstausdruck);7550
zur Aussaat bestimmte Bohne;3400
einzeln stehengelassene Erle;3110
Saatfeld;7440
Saatfrucht;7440
zur Aussaat bestimmte Gerste;7440
zur Aussaat bestimmter Hafer;7440
wie schd»Samen-händler;7600
weibliche Hanfpflanze;7490
Frucht-, Tragholz der Rebe;7470
Jahr, in dem von Pflanzen...viel Samen gebildet wird;9600
Samenkorn;3010
Stock zum Ausdreschen von Samen;7402
Trag-, Fruchtknospe der Rebe;7470
zur Aussaat bestimmter Roggen;7440
einzelner Saatkeim;7440
Gurke, die man zur Zucht von Samen ausreifen läßt;7480
Samenhändler;7600
hausierende Samenhändlerin;7600
einzeln stehengelassene Samenkiefer;7550
Rebe, die zur Vermehrung dient;7470
Rebe, die auf das Unterlagsholz veredelt wird;7470
durch Absenken und Eingraben eines Rebzweiges gewonnene Rebe;7470
"Beet, in dem Rebsetzlinge herangezogen werden; Rebschule";7470
Hodensack;5350
alter Junggeselle;7321
Samenkapsel des Mohns;3500
Samenhändler;7600
zur Aussaat bestimmter Weizen;7440
Zwiebel zur Samengewinnung;7480
Rebe, die zur Vermehrung dient;7470
weibliche Hanfpflanze;7490
Saat, die im Garten gesät wird;7480
FlN;8140
weibliche Hanfpflanze;7490
Saatfeld;7440
Saatfrucht;7440
zur Aussaat bestimmte Gerste;7440
zur Aussaat bestimmter Hafer;7440
dickflüssig;9230
zur Aussaat bestimmter Roggen;7440
Baumpflänzchen;7550
Trag-, Fruchtknospe der Rebe;7470
Bube, der zu bestimmten Anlässen...Gaben einsammelt;7350
Büchse zum Einsammeln von Geldspenden;7600
großer Bottich in der Schnapsbrennerei, in den der Schnaps läuft;7500
Geld, das durch Kollekten, Haussammlungen...zusammengebracht wurde;7600
Korb, in dem die Ostereier gesammelt wurden;7350
/Liste bei Haussammlungen zum Vermerk gespendeter Beträge/;7600
etwas zusammentragen, einsammeln;9312
etwas (vom Boden) aufsammeln;5520
(RA) zusammenlegen (die Hände), ausruhen, nichts tun;5600
sich an einer Stelle einfinden, versammeln;9312
seine Gedanken sammeln, sich besinnen;6230
Platz, an dem man sich sammelt;9500
Platz, an dem man sich sammelt;9500
wahllose Ansammlung, Durcheinander, Mischmasch;9320
wer etwas sammelt;7400
insgesamt, zusammen;9312
"Stoff mit feiner, weicher, pelzartiger Oberfläche; Samt";5931
Manchesterstoff;5931
Anzug aus Samt;5933
Neckn;8150
Königskerze (Verbascum thapsiforme);3500
Königskerze (Verbascum thapsiforme);3500
Stiefmütterchen (Viola tricolor);3800
Bluse aus Samt;5934
Honiggras (Holcus mollis u. lanatus);3500
Hunderasse mit samtigem Fell;4117
mit samtigem Haar;5210
Manchesterhosen;5933
Frauenhut aus Samt;5936
Kleid aus Samt;5934
Kleidung aus Samt;5932
Kragen aus Samt;5932
Mantel aus Samt;5932
aus Samt, samtähnlich;5931
Eibisch (Althaea offic.);3110
eine Pflaumensorte;3120
von der Kleeseide befallene ringförmige Stelle im Acker;7440
Raupe des Brombeerspinners;4700
/Blume mit gelborangen samtigen Blüten, Studentenblume (Tagetes)/;3800
Ringelblume (Calendula offic.);3800
Rosenmalve (Althaea rosea);3800
Samtblatt;3500
Rohrkolben (Typha latifolia);3600
eine Fensterblume;3800
Stiefmütterchen (Viola tricolor);3800
sechzig;9320
wer etwas einsammelt, einzieht;9315
andauerndes, lästiges Sammeln;6415
Frau, die sammelt;6315
wie schd»Sammlung;9312
/Tuchbehälter des Sämanns, um Saatgut auf das Feld zu werfen/;7440
männl. Vorname;7110
Neckname;8150
der Wochentag vor dem Sonntag;9600
(Verb.) überaus große Person;5121
langer Sack, der nur mühsam vollzubringen ist;7800
der Abend des Samstags;9600
wie schd»samstags;9600
am Samstag geborenes Kind;5830
(zusammen) mit, nebst;9312
(W) samt und sonders = alles, ohne Ausnahem;9400
alle zusammen;9312
aus Samt;5931
alle;9320
männlicher Vorname;7110
(sch) Bezeichnung für Juden;8800
zur Aussaat bestimmter Weizen;7440
Zwiebel zur Samengewinnung;7480
lose Anhäufung feinkörnigen Gesteins...kleiner Mineralkörner;2900
Sandboden;2700
(W) Sand werfen = die Kugel neben das vorgesehene Brett...werfen;7340
Rückstände im Auge, die sich...in den Augenwinkeln ansammeln;5340
FlN;8140
Ort im Kr. KU;8130
sandiger Acker;7420
FlN;8140
wie schd»Sand-ader;2900
wie schd»Sandale;5937
FlN;8140
wie schd»Sand-bank;2700
Neckn;8150
FlN;8140
die unteren Blätter der Tabakpflanze;7490
Schuppen zum Aufhängen der Sandblätter;7410
Ernte der Sandblätter;7490
sandiger Boden;2700
Neckn;8150
sandiges Feld;7420
(abwertend) sandiger, buckliger Acker;7420
ehem. FlN;8140
FlN;8140
Ort im Kr. HB;8130
aufrechtstehendes Gittersieb zum Durchwerfen des Sandes...;7510
in Sand zur Konservierung eingelegtes Ei;5910
"Männerrock, der als Alltagskleidung dient; Flausrock";5933
(sch) Bezeichnung für einen überlangen Mannsrock;5933
Faß für Sand, Scheuersand;7735
sandiges Feld;7420
FlN;8140
wie schd»Sand-fuhre;7820
FlN;8140
FlN;8140
FlN;8140
