lemma,bedeutung,sachgruppe
Linksdotsch,"Linkshänder, ungeschickter Mensch",5120
Schlafkappe,"schlafmütziger, verschlafener Mensch",6114
Spritze,Bier (Scherz),5920
Lachtaube,Lachmöwe,4210
Hatscher,Mensch mit breitbeinigem Gang,5120
gestöckelt,"geronnen, sauer",9230
eindolen,Entwässerungsgraben ziehen,7900
Kirchschmaus,Festessen bei der Kindstaufe,7322
Schlitten,"Schlitten mit Kufen, die vorn im 45°-Winkel hochgebogen sind",7405
Zusammenkratzig,besonders kleiner und magerer Mann,5142
bubennarrisch,"triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Frauen bzw. Mädchen",5350
dünn,mager,5210
Holzklotz,"jemand, der nicht gerne spricht",7200
Schlamperer,Ehebrecher,6126
Memmert,Familienname,7110
Affenkasten,"kleiner, abgetrennter Raum in einer Gastwirtschaft",5920
Wechselbalg,Schimpfwort für ein (ungezogenes) Kind,5170
vereinbart,absprechen,7200
Quappel,Froschlaich,4400
ausflennen,"still, fast tränenlos weinen",6320
verzötteln,"Haare in Unordnung bringen, verstrubbeln",5940
anlaufendes,"sich mit Milch füllen, als Anzeichen dafür, dass die Kuh bald kalbt",4111
Donnerwetter-Sauferei,schlimme Trunksucht,5925
Ach,Ach (in Redensart),1230
Griebenfleisch,"Fleisch, das zu Grieben geschnitten wird",5910
ausschelten,Kinder schimpfen und tadeln,6333
Säuhandler,Schweinehändler,7450
stark,stark (in Redensart),9120
Zipfelein,körperlich schwächstes Kind in der Klasse,5172
Ähnmama,Urgroßmutter,5860
Pritschkappe,Kappe mit Schirm,5936
Hörnerbock,"Kinderschlitten, der vorn einen Pferdekopf oder etwas Ähnliches hat, an dem sich das Kind festhält",7360
gefährlich,gefährlich,9110
Gelächter,Lachen,5560
Zündhölzel,Streichholz,7750
Schoppel,Federschopf auf dem Kopf von Vögeln,4200
Sohle,"Teil des Schlittschuhs, worauf man läuft",7340
heulen,weinen (allgemeinstes Wort),6300
kerren,weinen aus körperlichem Schmerz,6320
Winterschläfer,Dachs (Mardertier),4130
Gewichster,"kleiner Schlingel, Taugenichts, auch Kosename für Kind",6118
rücksichtsvoll,"ein Verhalten aufweisend, das die Gefühle, Interessen, Bedürfnisse anderer berücksichtigt",6280
Montur,Anzug der Männer,5933
hinbrummeln,allein vor sich hin schimpfen,6333
Wischstroh,Band zum Verschnüren der Getreidegarben,7440
Wecklein,"Brötchensorte, abgeteilt",5911
Bodenbrettstütze,Träger für den Aufsatz des Leiterwagens in der Mitte des Fahrgestells,7403
Eiben,Familienname,7110
Putzweib,Frau mit Putzfimmel,6130
Baumeister,Familienname,7110
Zitzen,Kiefernzapfen,3110
Dominikus,Dominikus männlicher Vorname,7120
poussieren,flirten,6332
umeinandergurren,ziellos in bestimmter Weise in Bewegung sein,9800
kerren,aus Schrecken oder Schmerz aufschreien,5560
Grawitschko,schnell und schlampig,9330
pipsen,Zungenerkrankung der Hühner,4240
keilen,Fußball schießen,7340
wegschmeißen,"fortwerfen, abwerfen",7360
schlechtmachen,übel beleumunden,6333
hinrichten,frisieren,5940
bloß,nicht bedeckt mit Saat,7440
Tanzbrücke,"Tanzfläche, auf dem der Kirchweihtanz stattfindet",8740
Tränkständel,zum Viehtränken gebrauchtes Wassergefäß,7450
dampfen,schwer atmen,5330
vollgefressen,übermäßig voll durch Essen,5910
Mausjahr,"Jahr, in dem es viele Mäuse gibt",4120
Schlupf,"Gruppe der aus einem Gelege geschlüpften Jungtiere, die Aufzucht aus einem Nest",4240
Futterkämmerlein,Aufbewahrungsraum für Viehfutter in der Scheune,7720
meinen,"glauben, den Eindruck haben",6250
umkehren,wenden,9510
Melkständelein,"Gefäß, in das gemolken wird",7735
Zahn,"Zahn an der Säge, am Kammrad der Mühle",7500
Tragsack,Leinentuch zum Transport,7800
Chaisenremise,angebauter Schuppen für eine Kutsche,7410
nehmen,"nehmen, benutzen",6420
Angehöriger,Familienmitglied,7100
Riegelboden,"Holzboden, Holzfläche",7720
Roder,Familienname,7110
Bockschädel,"jemand, der beleidigt ist",6110
Aftergeschirr,"längs um den Rumpf des Pferdes gehender, breiter Riemen mit Messingbeschlägen",4112
Einsicht,Verständnis für etwas,6332
Tröllelein,Zäpfchen am Hals der Ziege (appendices colli),4115
deuteln,"kleinlich, spitzfindig eine Bedeutung finden",6440
Kießling,Familienname,7110
Weihe,Habicht (Accipiter gentilis),4220
Würstfett,Abschöpffett beim Fleischkochen,7740
Klüpfel,Langholzabschnitt,7550
Flügellein,Flügelsamen des Ahornbaumes,3110
Herzgepoppelter,Anrede unter Verliebten,6332
Kranz,"oberste Balkenlage, auf der der Dachstuhl ruht",7721
Bekanntschaft,Liebschaft,6330
zimpern,urinieren,5340
kratzen,unangenehme Geräusche beim Abspielen von sich geben (in Redensart),5420
Hasenwilder,"närrischer, sexbesessener Mensch",6270
Horn,Horn der Ziege,4115
Kanne,Kanne,7735
Dreschen,Zeitraum und Arbeit der Getreideernte,7440
Spießerl,körperlich schwächstes Kind in der Klasse,5172
Sorge,"Angst, Problem (in Redensart)",9314
Narr,"Liebhaber, Halter von Katzen, Hasen u.a. Kleintieren",6117
stempeln,Arbeitslosengeld beziehen,7620
Wunderwettersweibsbild,"ständig schimpfende, keifende Frau",6131
Jura,"Flur, Landschaft",8140
knauntschen,Weinen von Kindern,6320
Mainebene,"Flur, Landschaft",8140
Schinder,stumpfes Messer (pejor),7736
polstern,"Vorgang, wenn ein Vogel seine Federn so stellt, dass sie abstehen und der Vogelkörper ganz rund aussieht",4200
Wichtigtuer,"Klatschmaul, Denunziant",6540
unterhinschliefen,hinunter schlüpfen,5550
einwintern,sich warm anziehen,5930
Wetterleuchten,"Vorgang, bei dem es draußen wegen des Wetters leuchtet",2200
angewachsen,an Rippenschmerzen leidend,5700
Sattel,"Querlatten über Schlitten (aus Abbildung 4-6), die die Kufen miteinander verbinden und eine Tragfläche bilden",7405
krakeelen,hemmungslos und unerträglich brüllen,5360
unterackern,Kartoffelbeete einebnen,7430
Lötfeige,"ein langsamer, unbeholfener, ewig unentschlossener Mensch",5120
Raude,Wundschorf,5700
Satan,Teufel,8810
sitzenlassen,[trotz Eheversprechen] schließlich nicht heiraten,7321
bleiig,wie Blei,9230
geschlagen,"gedemütigt, erniedrigt",6320
waschen,streiten,6333
Hausschwalbe,Mehlschwalbe (Delichon urbica),4210
Kommodenkasten,Schrank für Mäntel,7730
Hempel,fiktiver Familienname,7110
Taxe,"Geld, das ein Mann einer Prostituierten gibt",7620
Erbstück,einzelner geerbter Gegenstand,8300
jähzornig,aufbrausend,6280
Finger,"Finger, Hand",5200
schwitzeln,Schweißgeruch verströmen,5340
Flügel,Federvieh (allgemein),4240
Frites,in Fett gebratene rohe Kartoffelstückchen,5911
Sirene,"Frau, die immer viel Lärm verursacht",6135
bauen,"anpflanzen, kultivieren",7480
Bandeisen,Eisen an der Unterseite der Schlittenkufe,7405
Mucke,"Tier, das sich an Menschen oder Tiere hängt und Blut aussaugt",4700
furchtig,"schrecklich, zum Fürchten",6320
Fresser,abgewöhntes Ferkel,4113
vorfahren,nach vorn fahren (in Redensart),9800
"verheddern, sich",wenn ein Zugtier sich mit dem Fuß im Geschirr verfängt,9312
Kater,Kater,4116
zusammentun,"ernten, einbringen",7430
Schwächling,schwächlicher Mensch (nicht Kind),5120
Erntegabel,Getreidegabel,7402
angeulen,jemanden anschreien,6333
Kampfgöcker,"Hahn, der für den Hahnenkampf ausgebildet ist",4240
mitnehmen,mitnehmen,9315
Gelump,"Beschäftigung, Tätigkeit, Anstrengung",6420
klein,"jung, ein geringes Alter aufweisend (in Redensart)",5840
Kindbettwecklein,Brötchensorte,7560
los,auf geht's!,1230
zerstreiten,"streiten, in Streit geraten",6333
Flederwisch,Frau (pejor): untreu,6136
Spieler,"(männliche) Person, die an einem Spiel teilnimmt",7340
Geißböckchen,junge Ziege,4115
Bettseicher,"jemand, der sich ungebührlich benimmt",6116
Heuzeilen,Heureihen,7450
abfuchteln,mit beiden Händen heftig wedelnd abwehren,5520
stüren,seinen Scherz mit jemandem treiben,7220
Fetzen,Frau (pejor): untreu,6136
Männlein,aufgestellte Garben,7440
Raffer,"jemand, der durch harte Arbeit sozialaufsteigt",7010
Klapperer,"Wagen, der in schlechter Verfassung, kaum noch zu gebrauchen ist",7403
rutscheret,"schlammig, von aufgetautem Boden",2700
Mutte,"missmutiger, enttäuschter, beleidigter Gesichtsausdruck",6320
aufgetrieben,"gedunsen, einen hervorstehenden Bauch aufweisen",5210
Amseln,Amsel,4210
Wasserotter,Schlangenart,4400
Schulkasten,Kästchen mit Schiebedeckel für Stifte,8400
schwimmen,auf einer Oberfläche treiben,9230
brüllen,"in Erregung oder Wut sehr laut sprechen, schreien (in Redensart)",5360
Mordsheck,abendliches Zusammensitzen der Nachbarn (nicht der Jugend!),7300
Hundetatze,Hundepfote,4117
abgehetzt,"ermüdet, erschöpft vor Eile",5600
Kuhpritscher,Kuhbauer,7400
Meiselein,gilt im Erhebungsort als Regenvogel,4210
frisch,"neu, gerade erst zubereitet",9240
wieder,erneut,9400
Stapfer,Fußspur eines Menschen im Schnee,5530
Flurgrenze,die Grenze der Dorfgemarkung,8221
Weibsleutsnarr,"junger Bursche, Mann, der sexuell sehr aktiv ist und wechselnde Partnerinnen hat (pejor)",6126
Hollersträublein,Fliederblüte,3200
zerklieben,große Holzstücke mit dem Keil spalten,7520
Feuersbrunst,Brand von großem Ausmaß (in Redensart),8222
Fußpfette,"oberste Balkenlage, auf der der Dachstuhl ruht",7721
aufklieben,große Holzstücke mit dem Keil spalten,7520
Schelle,Ohrfeige,5521
Käsewirbel,drehbare galgenähnliche Vorrichtung zum Einhängen des Käsekessels über dem offenen Feuer,7455
bumsig,"mürrisch, beleidigt",6280
kleinmachen,große Holzstücke mit dem Keil spalten,7520
schnecken,Schnecken suchen und sammeln,4500
Putzschote,Frau mit Putzfimmel,6130
abhergefallen,abgefallen,9311
Hängebusen,scherzhafter Ausdruck für die Zigarettenmarke HB,5921
wieviel Uhr,"welche Uhrzeit, wie spät",9600
angeben,jemanden denunzieren,7200
Fledervieh,Federvieh (allgemein),4240
herausspritzen,"von Flüssigkeit: mit großer Wucht, in schnellem Tempo in Form eines Strahls herauskommen",9233
arschkratzen,schöntun bei Höhergestelltem,6530
Schilling,wertlose Münze,7610
geflickt,(von Kleidungsstücken) durch längeres Tragen in unförmiger Weise ausgeweitet und abgenutzt,5930
Zündkapslein,Zündhütchen,8500
scheppern,metallenes Klappern,5420
Blase,Fruchtblase,4111
Glatze,"Stelle, auf dem Feld, wo kein Gras wächst",7440
aufbäumen,aus Schrecken oder Schmerz aufschreien,5560
Meiselein,"Kohlmeise (Parus maior), Meisenvogel (allgemein)",4210
Wildsau,Narr,6117
Blitzmerker,Person mit besonders guter Merkfähigkeit,6118
gelusten,Gelüste haben,6400
Bocker,Kinderschlitten,7405
Glatzkopf,Kopf ohne Haar,5210
Harick,Familienname,7110
Teil,Teil des Ackers,9311
Königsberger,"gebratenes Flädchen aus Hackfleisch, Frikadelle",5911
Gucker,Kunde am Wochenmarkt,7600
Allersberger,Bezeichnung für einen Einwohner von Allersberg,8130
Irrwurzel,"Wurzel im Boden, die dazu führt, dass man vom rechten Weg abkommt",8810
Schmaus,Festessen beim Abfischen der Fischweiher,5911
Rossbollen,Pferdemist (in Redensart),4112
Blättel,Zündhütchen,8500
anbitzeln,mit dem Finger hinter die Ohren schnippen,5521
heraufstülpen,Hosenbeine hochkrempeln,5933
straucheln,"Vorgang, wenn ein Vogel seine Federn so stellt, dass sie abstehen und der Vogelkörper ganz rund aussieht",4200
Eckelein,Stelle,9500
Aufwaschlappen,Lappen zum Nassaufwischen,7780
Kirchweihbuben,"unverheirateter junger Mann, der die Kirchweih mitorganisiert und -feiert",5146
dumme Kuh,Frau (pejor),6137
schmeißen,Wühlen des Maulwurfs,4130
Zwackfalter,Fliege (Halsschmuck zum Herrenanzug),5933
heruntermachen,Getreide schneiden,7440
alt,"betagt, verbraucht",9240
Sesselmann,Familienname,7110
Schlappmaul,Mensch (pejor ?),5200
aufschnellen,"hastig, übereilt aufstehen",5570
Stierlein,Stier (in Redensart),4111
engstirnig,"fade, träge, stumpfsinnig",6280
Brunzhose,schrittoffene Männerunterhose,5933
mitnehmen,"mit sich nehmen, abholen",9312
Zullerpatscher,Saugbeutel für Kleinkinder,5830
herummanschen,im Essen herumstochern,5910
Wasserreif,"""Nebeltropfen""",2200
Zitzenmockel,Kiefernzapfen,3110
zimperlet,übertrieben empfindlich,6320
hineinschleifen,die Wiese zusammentreten,5530
Rind,Familienname,7110
schnappen,"Schläge erhalten, geschlagen werden",5521
Welle,Fläche durch vom Wind niedergedrückten Getreides,7440
abschreiben,"einen Burschen, einen Geliebten zurückweisen",7010
Kind,Schüler,8400
hineinspeichen,tüchtig essen,5910
zusammenkommen,aufeinandertreffen,9800
Gießkanne,Gießkanne,7402
Pferdsbreme,Viehbremse,4700
Hampelmännlein,Hampelmann,7360
dergurgeln,erwürgen,5870
Kipfpflock,"über der Wagenachse liegender Balken, in dem die beiden Rungen eingelassen sind",7403
Gimpel,Dummkopf,6111
zusammentreten,die Wiese zusammentreten,5530
Fingerplätzen,"Kinderspiel, bei dem die Teilnehmer abwechselnd mit Zeige- und Mittelfinger möglichst kräftig auf diese Finger des anderen schlagen",7360
Schleißenschnitzer,stumpfes Messer (pejor),7736
Barrasbock,überstrenger Vorgesetzter beim Militär,8500
einspannen,Zugtier vor den Wagen spannen,7403
Kappendächlein,Schirm der Kappe,5936
Schindaas,"Frau (pejor): Mädchen, das die Leidenschaft der Burschen erregt",5350
schlechtmachen,über einen anderen schimpfen,6333
Plärrer,"Person, die häufig schreit",5560
Hetschel,hängende Schaukel (Kindersprache),7360
etwas,"eine nicht näher bestimmte Sache, die bedeutsam erscheint",1130
"wehren, sich","Wiederstand leisten, abwehren, sich verteidigen",6333
anhenken,"etwas an etwas hängen, aufhängen",7430
Federlein,Schneeflocke (Kindersprache),2200
Fleck(en),andersfarbige Stelle (in Redensart),9231
herausfahren,entweichen (Luftdruck),9311
abknochen,Hose abwetzen,5930
Bratwurst,Brötchen mit Bratwurst,5911
zusammenstauchen,jemanden heftig schimpfen,6333
stark,"dick, kräftig",9220
Beetpflug,Beetpflug,7404
Schnackler,knallendes Ende der Peitschenschnur,7403
Schlippchen,Einwohner von Frankfurt am Main (Spottname),8150
Heuhexe,Schreckgestalt,7350
Raspel,abschätzig für Geige,8730
Gebelfer,lautes unverständliches Schreien,5560
knotschen,die Wiese zusammentreten,5530
hereinbinden,das Kopftuch binden,5936
Bläsel,"Mensch, der oft wie in Gedanken oder im Traum ist",6110
Wanzenkraut,Farn,3500
Äugelein,"Favorit, Liebling",6332
Schlittenbock,"Teil des Schlittens, Sitzfläche",7405
zusammengewühlt,"ermüdet, erschöpft von Arbeit",5600
zumachen,verschließen,4111
transchen,den Teig zusammenrühren,7560
Hatschendoppeln,"Kinderspiel, bei dem die Teilnehmer abwechselnd mit Zeige- und Mittelfinger möglichst kräftig auf diese Finger des anderen schlagen",7360
holzmachen,fällen,7550
her,beginnend,9500
reich,vermögend,8330
Bampelschnute,vor Gram schief hängender Mund,5510
Schnecke,"Freundin, hübsche Frau",5167
Zugaufmännlein,Hampelmann,7360
Pöpelmaler,Fotoapparat,7595
gelfen,laut weinen,5560
krummgehen,misslingen,9130
umarmen,umarmen,6332
Fleischballkloß,"gebratenes Flädchen aus Hackfleisch, Frikadelle",5911
asten,"entasten, Äste von einem (gefällten) Baum entfernen",7550
Schnallenhaus,"Lokal, in dem Prostituierte ihrem Gewerbe nachgehen",5350
hinterfotzig,hinterhältig,6540
Krötenauge,Froschlaich,4400
Latsch1,"sich herumtreibende, schwatzhafte Frau",6135
werfen,"mit dem Arm werfen, von sich schleudern",5520
Schlorcher,Riemensandale,5937
knurren,Laute von sich geben: Hund,4020
Ferkelein,Anrede unter Verliebten,6332
Bub,männliches Kind,5146
Hinterwagen,"Wetter, ""Aufhängung"" der Hinterachse des Leiterwagens",7403
Büffel,"jemand, der sich ungebührlich benimmt",6116
graben,junge Pflanzen ins Erdreich setzen,7480
schön,bereits,9600
pappeln,"viel reden, Klatsch verbreiten",5360
Brot,Brot (Gabe an die Hütejungen oder Hirten an Pfingsten),5910
bleuen,"stark rauchen, Zigaretten",5921
Mückenpilz,Fliegenpilz,3510
Schlampiner,"kleiner Schlingel, Taugenichts, auch Kosename für Kind",6118
herunterlesen,"entfernen, ablesen",9315
aufbaumen,sich am Abend auf der Stange im Hühnerstall niederlassen,4240
stopfen,voll machen,9400
Knebelein,Holzpflock des Garbenbandes,7440
aufgewärmt,"noch einmal, wieder warm gemacht (in Redensart)",9230
Heurechen,aus Stäben bestehendes Futtergestell fürs Vieh,7450
gehen,"ablaufen, vor sich gehen",9800
Gartenholunder,Flieder,3200
Stallfliege,"Fleischfliege, Schmeißfliege",4700
Stinker,Farn,3500
vertatt(e)ren,"bestürzt, fassungslos",6320
Rindfleisch,Rindfleisch (in Redensart),7565
lieb,sehr gern,6330
Trotzkopf,"mürrischer, beleidigter Mensch",6116
Säulöffel,Ohr des Schweins,4113
schärfen,Sense mit dem Hammer schärfen,7402
Wochenmarktfierant,"Person, die am Wochenmarkt Waren feilbietet",7600
Wäscheklammer,einfache Wäscheklammer,7770
Rowdy,Hitzkopf,6117
kohlrabenschwarz,"sehr schmutzig, schwarz von Schmutz",9230
pfitzlen1,nicht in gewohnter Weise geschehen oder handeln,9120
Schlattere,"Mensch, der schnell und ununterbrochen spricht",6110
hin,kaputt,9130
Wasserbalg,"Obst, minderwertig",3120
Nachgeburt,die Nachgeburt der Kuh,4111
Rattenstecher,stumpfes Messer (pejor),7736
melken,"eine Flüssigkeit abziehen, entnehmen",7500
Bestand,Baumbestand eine Waldstücks,7550
Völkel,Familienname,7110
Strampel,Bein eines Kleinkindes,5200
husten,starker Husten,5700
Ohrgehänge,Ohrring mit kleinen Perlen dran,5938
Lippe,herabhängende Unterlippe,5210
Weibsstück,"Mädchen, Frau (pejor)",6131
Geblök,Geschrei,5560
Heiner,"Mensch mit langen, dünnen Beinen",5121
Truschel,dickes und dabei sehr kleines Mädchen,5171
zugucken,"betrachten, schauen",5410
Gökerrose,Pfingstrose,3800
einribbeln,jemanden mit Schnee einreiben,7360
trätzen,schäkern von Verliebten,6332
Erdbirnenbützel,Rest der Kartoffel nach dem Reiben,7740
umwerfen,Aufsatz des Leiterwagens entfernen,7403
Ranges,Runkelrübe,3400
Backelein,kropfartiger Auswuchs am Brot,7560
abmähen,Getreide mit der Maschine schneiden,7440
scheißen,defäkiert,5340
Hofjude,"Favorit, Liebling (pejor)",6332
zusammengeleiert,durch Drehen vom Wind in Unordnung Gebrachtsein des Getreides,7440
Krautscheuche,"mit alten Kleidern behängtes Gestell, das durch seine Ähnlichkeit mit einer menschlichen Gestalt auf Feldern und in Gärten Vögel und Wild fernhalten soll",7440
Brotzler,"Person, die allein vor sich hin schimpft",6110
Mondkalb,Kalb (in Redensart),4111
Setzrunkel,Setzling der Runkelrübe,3400
Gedöns,"Aufregung, Ereignis, Aufheben",6320
Kopfbund,"schmales, im Nacken gebundenes Kopftuch",5936
verbatzt,verfilzt (Haar),5940
Getue,"Bekundung von Zuneigung durch ein bestimmtes Verhalten, durch Gesten, Blicke oder scherzhafte Worte",6332
Seelengottesdienst,Messe an Allerseelen,8800
Pillenversager,ungewolltes Kind,7010
Leppert,Familienname,7110
Pfeifel,"akustisches Gerät (Pfeife), mit dem die Zugaufsicht das Zeichen zum Schließen der Türen gibt, dem die Abfahrt des Zuges folgt",7830
ansamen,sich vermehren von Unkraut,3900
auslabern,ausplaudern,7210
unmäßig,das übliche Maß stark überschreitend,9400
Heimtreiber,Aprilschauer,2200
Kempf,Familienname,7110
Minna,Hausangestellte,7011
Dreschkasten,volkstümliche Bezeichnung für die Dreschmaschine,7402
Rastbinder,Österreicher (pejor),6110
auflaufen,"anwachsen, an Umfang zunehmen",9210
Milchkloß,"Kloß aus Mehl, Milch und gerösteten Brotwürfeln",5911
Vormittag,Zwischenmahlzeit am Vormittag,5910
Stutzkopf,"Trotzkopf, eigensinniger Mensch",6117
Strauche(n),Schnupfen,5700
Schwarte,Zechschuld,5920
Tüchtige,Anrede unter Verliebten,6332
Peterlein,Peterlein,7120
Schübel,Mündung des Ofenrohrs in den Schornstein,7750
herunterfetzen,"vom Rad geschleudert werden, stürzen",7800
Feuer,"Zurechtweisungen, Vorwürfe",6333
abflöhen,jemandem Geld beim Spiel abgewinnen,7390
einstutzen,durch Schneiden kürzen,9311
Bär,Eber,4113
Verlader,Eisenbahnwaggon zum Transport von Tieren,7830
Kinn,Kinn,5200
Kleiner,ein Bub von geringer Größe,5122
Mutterkälbelein,"Kind, das sich nur schwer von der Mutter lösen kann",5126
Johanniswurz,Farn,3500
Tort,"(heimlicher) Zorn, Groll",6333
Kartoffelklößschnitze,zerschnittene Kartoffelklöße,5911
trüb,zusammenbrauen von Gewitter,2200
Geschläpper,"dünnflüssiger Brei, dünne Suppe",9233
Sieben,Spielkarte ohne Wert,7380
großmachet,wichtigtuerisch,6280
Zigarre,Zigarre,5921
heimgehen,"nachhause gehen, in den Feierabend gehen",5532
Streiflein,"kleines, mundgerecht geschnittenes Stückchen einer Brotscheibe",5911
martern,jemanden mit unschönen Spitznamen necken,6333
anstumpen,jemanden zur Eile antreiben,5570
abheben,Aufsatz des Leiterwagens entfernen,7403
Erdäpfelzammete,in Fett gebratene rohe Kartoffelstückchen,5911
Säukartoffelein,"kleine, minderwertige Kartoffel",3400
Reitel,unfairer Fußballspieler,7340
anfangen,beginnen,9313
Rossfuß,Huflattich,3500
Schneescharre,hölzerne Schneeräumschaufel,7736
linkisch,linkshändig,5230
Tennen,Scheune,7410
Gedüdel,"schlechte Musik von einem Blasinstrument, z. B. einer Flöte",8730
Schlitten,"Rodel-, Kinderschlitten mit Kufen, die vorn im 45°-Winkel hochgebogen sind",7405
ausknötschen,gekochte Äpfel oder Kartoffeln durch Sieb drücken,7740
Erde,Erde,2700
Wetterleuchten,das Leuchten von Blitzen während eines Gewitters,2200
Wagen,Auto,7820
Pfingstausflug,Ausflug an Pfingsten,7850
Schabrinde,Rinde die beim Brettersägen entfernt wird,3010
lamentieren,weinen,6320
Ackerzipfelein,sehr kleiner Acker,7440
Pfötlein,Katzenpfote,4116
Sabina,weiblicher Vorname,7120
scheißen,koten (pejor) (in Redensart),5340
hinschaffen,Arbeit verrichten,5540
Lamm,nicht energische weibliche Person,6134
auf Grawitschko gehen,zum Stehlen gehen,8320
Bayerlein,Familienname,7110
Gescheiteste,Wortführerin in einer Gruppe von Frauen,6135
Schwung,sehr hohes Tempo,9800
Muhakel,Ehemann (verächtlich),0
Seichjude,Mensch (pejor),6111
Viering,Maßeinheit (Hohlmaß),9350
Salberer,"Person, die viel redet und es dabei mit der Wahrheit nicht so genau nimmt",6110
verwimmert,verdrehtes Wachstum aufweisend,9220
Dietrich,männlicher Vorname,7120
abschnackeln,"jemandem etwas abbetteln, abnötigen",6415
Lätscher1,starker Regenschauer,2200
"einmuffen, sich",sich warm anziehen,5930
kieseln,"Niedergehen eines Aprilschauers, graupeln",2200
Geräuchertes,"Fleischware, die durch Rauch konserviert ist",7565
Nachtrab,Familienname,7110
Galster,Elster (Pica pica),4210
Aprilsauser,Aprilschauer,2200
Ratschen,laute Unterhaltung mehrerer Personen,7210
Schinderei,Quälerei,6320
Tapser,Fußspuren auf frisch geputztem Boden,7790
flämmen,verprügeln,5521
Vieh,Stalltiere,7450
Zuchtbock,"männliche Ziege, die zur Zucht herangezogen wird",4115
Hochstitz,Jägerstand,7550
Knotterdippen,"Person, die dauernd schimpft",6110
I-Mannel,"Kind, das zum ersten Mal in die Schule gehen muss",5840
Fränkisches Hügelland,"Flur, Landschaft",8140
altbachig,"altbacken, (von Backwaren) nicht (mehr) frisch",5910
Apfelkräpflein,"Apfelscheiben, in Teig gewendet und gebacken",5911
krachen,einen Krach verursachen (in Redensart),9130
abstehen,Kalb der Kuh abgewöhnen,4111
Leierkiste,Schimpfwort für die Musikbox,8700
Schiffwürfel,Duftwürfel für Urinal,7780
ausfahren,"(Straßen, Wege) durch Befahren stark beschädigen",7810
Braue,Augenbraue,5410
Höhe,Höhe (in Redensart),9213
Feindschaft,"Zwist, Streit",7030
Losen,Ohren,5200
ausgelassen,"durch längeres erhitzen geschmolzen und von allem, was nicht Fett ist, befreit",5910
tüchtig,fleißig,6405
Traumhaube,nicht energische weibliche Person,6134
Maser,beschädigte Stelle an der Oberfläche von Gegenständen,9330
Butzenmummel,Schreckgestalt,7350
verwimmert,"astig, von Holz",7520
Wohlmuthshüller,Einwohner von Wohlmuthshüll,8130
jämmerlich,"empfindlich viel, stark",9240
Ding,Knabe,5146
Äschengehalter,"Aschkasten, metallener, herausnehmbarer Behälter im Herd, Ofen unter dem Feuerrost zur Aufnahme der Asche",7750
Dachplatte,(flacher) Dachziegel,7710
leinen,auftauen gefrorenen Bodens,2700
annehmen,nicht zurückweisen,6440
Dicksackel,"untersetzter, handfester Kerl",5142
Grutzen,minderwertiges Obst,3120
Gütler,"Bauer, der wenig Feld hat",7400
Krapfen,kropfartiger Auswuchs am Brot,7560
gräulich,überaus unangenehm,6280
Gaubatzen,Spottname für einen Bewohner des Uffenheimer Gaus,8160
Delle,nasse Stelle auf dem Feld,2700
Marksteinverstecker,Feldgeschworener,8221
wie spät,"wieviel Uhr, welche Uhrzeit",9600
Seichwasser,Bier (Scherz),5920
hurtlich,schnell,9200
schinden,"jemanden plagen, quälen",6333
darauf,"darauf, auf etwas",9520
Wadenstiefel,Stiefel mit langem Schaft,5937
pflotschen,Wasser verschütten,9233
Schneidstümpflein,Neumond,2100
Ziegenbart,Ziegenbart (Pilzart),3510
Pirol,gilt im Belegort als Totenvogel,4210
Latwerge,Marmelade,5910
das Maul hinabhangen lassen,ein beleidigtes Gesicht machen,6320
weinen,aus Wut oder Zorn weinen,6320
Wasserharter,wässriger Schneeklumpen,2200
Ärmel,Ärmel,5930
Süchere,"Sucht, Übereifer, Zorn",6320
Haarschoppel,Haarknoten am Hinterkopf,5940
Dengelfuß,Unterlage des Dengelambosses,7402
Gemanschi,weichgekochtes oder gewässertes Viehfutter,7450
abroden,"abgemähtes, in einer Reihe liegendes Gras auseinander breiten",7430
Großvater,Großvater (in Redensart),7100
Erdbirndatscherlein,Kartoffelpuffer aus gekochten Kartoffeln,5911
gescheit,"klug, verständig",6260
Piesacker,"jemand, der andere quält",6112
versaufen,durch übermäßiges Trinken von Alkohol verlieren (in Redensart),5925
Schlafkrankheit,"vor allem durch Schlafsucht, nervöse Störungen und Auszehrung gekennzeichnete, gefährliche (von Tsetsefliegen übertragene) tropische Infektionskrankheit",5700
Hasenhöck,Kaninchenzüchter,4120
bleichhell,"überaus weiß, hell, blass",9231
Handtuch,Handtuch (in Redensart),7770
alle Schrittlänge,"in kurzen Abständen, häufig",9600
Hochzeitgeschenk,Mitbringsel vom Hochzeitsessen,7321
Klapper,"Mundwerk, das nicht ruhen kann; er spricht ununterbrochen",5360
Verrecker,"fader, träger, stumpfsinniger Mensch",6117
Hachtlein,Turmfalke (Falco tinnunculus),4220
Feierabend,abendliches Zusammensitzen der Nachbarn (nicht der Jugend!),7300
nebendraußen,charakterlich unangenehm,6270
brauchbar,"geeignet, verwendbar",9240
böswillig,in böser Absicht,6333
schwarzauget,schwarz- oder dunkeläugig,5410
vordertags,zwei Tage davor,1140
Reitel,Verbindungsblech zwischen Wagenleiter und Achsstock,7403
Baumkoppe,oberster Teil des Laubbaums,3110
Reh,Prostituierte (pejor),6136
Märlein,"Unsinn, Unfug",6560
Wampelein,stark hervortretender Bauch,5210
